  QueueTimes | ServiceTimes | SojournTimes
       0.094 |        0.045 |        0.139
       0.055 |        0.049 |        0.104
       0.072 |        0.040 |        0.112
       0.115 |        0.053 |        0.168
       0.072 |        0.037 |        0.108
       0.073 |        0.030 |        0.103
       0.089 |        0.051 |        0.139
       0.055 |        0.043 |        0.098
       0.054 |        0.029 |        0.083
       0.008 |        0.029 |        0.037
       0.070 |        0.042 |        0.112
       0.055 |        0.053 |        0.107
       0.071 |        0.056 |        0.126
       0.009 |        0.033 |        0.042
       0.055 |        0.050 |        0.105
       0.054 |        0.033 |        0.086
       0.087 |        0.037 |        0.124
       0.130 |        0.049 |        0.178
       0.055 |        0.043 |        0.098
       0.055 |        0.121 |        0.177
       0.054 |        0.050 |        0.104
       0.053 |        0.044 |        0.098
       0.053 |        0.049 |        0.102
       0.054 |        0.109 |        0.163
       0.051 |        0.037 |        0.088
       0.014 |        0.033 |        0.047
       0.072 |        0.038 |        0.110
       0.102 |        0.029 |        0.131
       0.011 |        0.050 |        0.061
       0.055 |        0.031 |        0.086
       0.070 |        0.039 |        0.110
       0.054 |        0.033 |        0.087
       0.054 |        0.030 |        0.084
       0.053 |        0.038 |        0.091
       0.077 |        0.052 |        0.129
       0.078 |        0.037 |        0.115
       0.071 |        0.057 |        0.128
       0.088 |        0.031 |        0.119
       0.055 |        0.029 |        0.084
       0.054 |        0.048 |        0.101
       0.114 |        0.031 |        0.145
       0.054 |        0.028 |        0.082
       0.054 |        0.030 |        0.084
       0.070 |        0.037 |        0.107
       0.054 |        0.030 |        0.085
       0.070 |        0.037 |        0.107
       0.054 |        0.115 |        0.170
       0.054 |        0.044 |        0.098
       0.070 |        0.040 |        0.111
       0.039 |        0.051 |        0.089
       0.082 |        0.035 |        0.118
       0.071 |        0.032 |        0.104
       0.054 |        0.032 |        0.086
       0.055 |        0.028 |        0.084
       0.054 |        0.031 |        0.084
       0.055 |        0.029 |        0.084
       0.053 |        0.054 |        0.107
       0.054 |        0.048 |        0.102
       0.053 |        0.049 |        0.102
       0.053 |        0.040 |        0.094
       0.053 |        0.046 |        0.099
       0.054 |        0.046 |        0.100
       0.053 |        0.050 |        0.103
       0.099 |        0.048 |        0.147
       0.054 |        0.037 |        0.090
       0.072 |        0.038 |        0.110
       0.054 |        0.028 |        0.082
       0.055 |        0.027 |        0.082
       0.054 |        0.030 |        0.084
       0.096 |        0.043 |        0.139
       0.134 |        0.053 |        0.188
       0.178 |        0.033 |        0.211
       0.071 |        0.048 |        0.120
       0.055 |        0.035 |        0.090
       0.054 |        0.048 |        0.102
       0.054 |        0.031 |        0.085
       0.054 |        0.032 |        0.086
       0.054 |        0.030 |        0.084
       0.060 |        0.045 |        0.105
       0.054 |        0.038 |        0.092
       0.114 |        0.041 |        0.155
       0.016 |        0.041 |        0.057
       0.054 |        0.035 |        0.089
       0.070 |        0.036 |        0.106
       0.054 |        0.028 |        0.083
       0.054 |        0.028 |        0.082
       0.054 |        0.029 |        0.082
       0.105 |        0.053 |        0.158
       0.054 |        0.044 |        0.099
       0.071 |        0.054 |        0.125
       0.055 |        0.031 |        0.085
       0.053 |        0.031 |        0.085
       0.053 |        0.029 |        0.082
       0.046 |        0.039 |        0.085
       0.070 |        0.034 |        0.104
       0.054 |        0.040 |        0.094
       0.070 |        0.047 |        0.117
       0.017 |        0.049 |        0.066
       0.055 |        0.039 |        0.093
       0.008 |        0.033 |        0.041
       0.054 |        0.040 |        0.094
       0.053 |        0.049 |        0.103
       0.121 |        0.126 |        0.247
       0.092 |        0.029 |        0.122
       0.011 |        0.028 |        0.039
       0.033 |        0.049 |        0.083
       0.055 |        0.035 |        0.090
       0.071 |        0.035 |        0.106
       0.055 |        0.032 |        0.087
       0.053 |        0.044 |        0.097
       0.053 |        0.036 |        0.089
       0.055 |        0.033 |        0.087
       0.034 |        0.030 |        0.064
       0.054 |        0.030 |        0.084
       0.053 |        0.028 |        0.082
       0.053 |        0.030 |        0.083
       0.054 |        0.030 |        0.084
       0.054 |        0.029 |        0.083
       0.053 |        0.029 |        0.082
       0.053 |        0.109 |        0.163
       0.053 |        0.038 |        0.091
       0.054 |        0.045 |        0.099
       0.054 |        0.030 |        0.084
       0.012 |        0.027 |        0.039
       0.054 |        0.048 |        0.101
       0.054 |        0.031 |        0.084
       0.071 |        0.038 |        0.109
       0.072 |        0.037 |        0.108
       0.071 |        0.049 |        0.120
       0.055 |        0.049 |        0.103
       0.071 |        0.044 |        0.115
       0.072 |        0.039 |        0.112
       0.055 |        0.052 |        0.106
       0.054 |        0.042 |        0.096
       0.003 |        0.033 |        0.036
       0.054 |        0.030 |        0.084
       0.070 |        0.034 |        0.104
       0.054 |        0.028 |        0.082
       0.100 |        0.032 |        0.132
       0.075 |        0.048 |        0.123
       0.055 |        0.028 |        0.083
       0.053 |        0.031 |        0.084
       0.054 |        0.038 |        0.091
       0.054 |        0.030 |        0.084
       0.055 |        0.029 |        0.085
       0.053 |        0.027 |        0.080
       0.053 |        0.029 |        0.082
       0.053 |        0.036 |        0.090
       0.054 |        0.029 |        0.082
       0.070 |        0.053 |        0.123
       0.072 |        0.121 |        0.193
       0.057 |        0.042 |        0.099
       0.054 |        0.029 |        0.083
       0.055 |        0.036 |        0.091
       0.056 |        0.038 |        0.093
       0.053 |        0.049 |        0.102
       0.053 |        0.044 |        0.097
       0.054 |        0.040 |        0.094
       0.053 |        0.032 |        0.085
       0.054 |        0.030 |        0.084
       0.070 |        0.131 |        0.200
       0.055 |        0.056 |        0.111
       0.054 |        0.032 |        0.085
       0.054 |        0.049 |        0.103
       0.054 |        0.049 |        0.102
       0.053 |        0.044 |        0.098
       0.054 |        0.034 |        0.088
       0.071 |        0.034 |        0.105
       0.055 |        0.031 |        0.086
       0.055 |        0.052 |        0.106
       0.054 |        0.031 |        0.085
       0.054 |        0.050 |        0.103
       0.054 |        0.045 |        0.099
       0.053 |        0.041 |        0.094
       0.071 |        0.032 |        0.103
       0.066 |        0.048 |        0.114
       0.055 |        0.051 |        0.105
       0.054 |        0.041 |        0.095
       0.053 |        0.033 |        0.086
       0.053 |        0.031 |        0.084
       0.031 |        0.028 |        0.059
       0.054 |        0.028 |        0.083
       0.053 |        0.029 |        0.082
       0.071 |        0.037 |        0.107
       0.055 |        0.029 |        0.083
       0.054 |        0.036 |        0.090
       0.054 |        0.038 |        0.092
       0.053 |        0.037 |        0.090
       0.020 |        0.030 |        0.050
       0.054 |        0.045 |        0.099
       0.053 |        0.050 |        0.103
       0.053 |        0.030 |        0.083
       0.071 |        0.034 |        0.105
       0.054 |        0.114 |        0.168
       0.054 |        0.047 |        0.101
       0.054 |        0.038 |        0.091
       0.054 |        0.029 |        0.082
       0.054 |        0.031 |        0.084
       0.053 |        0.088 |        0.142
       0.053 |        0.048 |        0.101
       0.096 |        0.044 |        0.140
       0.054 |        0.119 |        0.173
       0.054 |        0.037 |        0.091
       0.053 |        0.036 |        0.090
       0.054 |        0.033 |        0.087
       0.071 |        0.050 |        0.120
       0.044 |        0.029 |        0.072
       0.054 |        0.048 |        0.102
       0.087 |        0.034 |        0.121
       0.055 |        0.029 |        0.084
       0.071 |        0.040 |        0.111
       0.055 |        0.038 |        0.092
       0.105 |        0.039 |        0.144
       0.054 |        0.028 |        0.083
       0.053 |        0.032 |        0.085
       0.054 |        0.027 |        0.081
       0.100 |        0.027 |        0.127
       0.054 |        0.049 |        0.102
       0.055 |        0.048 |        0.103
       0.054 |        0.042 |        0.095
       0.055 |        0.029 |        0.084
       0.090 |        0.036 |        0.126
       0.054 |        0.030 |        0.084
       0.055 |        0.038 |        0.093
       0.053 |        0.041 |        0.094
       0.053 |        0.125 |        0.179
       0.054 |        0.033 |        0.087
       0.054 |        0.031 |        0.084
       0.053 |        0.045 |        0.099
       0.055 |        0.030 |        0.086
       0.054 |        0.028 |        0.082
       0.070 |        0.045 |        0.115
       0.055 |        0.044 |        0.098
       0.054 |        0.039 |        0.092
       0.071 |        0.034 |        0.104
       0.054 |        0.105 |        0.159
       0.143 |        0.030 |        0.173
       0.052 |        0.043 |        0.095
       0.054 |        0.036 |        0.091
       0.053 |        0.028 |        0.081
       0.054 |        0.055 |        0.109
       0.036 |        0.039 |        0.074
       0.054 |        0.037 |        0.091
       0.011 |        0.031 |        0.042
       0.054 |        0.033 |        0.088
       0.072 |        0.046 |        0.117
       0.072 |        0.039 |        0.110
       0.055 |        0.051 |        0.105
       0.054 |        0.033 |        0.087
       0.053 |        0.028 |        0.082
       0.038 |        0.036 |        0.074
       0.054 |        0.032 |        0.085
       0.053 |        0.030 |        0.083
       0.045 |        0.044 |        0.090
       0.054 |        0.032 |        0.086
       0.053 |        0.030 |        0.083
       0.053 |        0.043 |        0.096
       0.054 |        0.040 |        0.093
       0.053 |        0.030 |        0.083
       0.054 |        0.105 |        0.159
       0.053 |        0.030 |        0.083
       0.071 |        0.031 |        0.102
       0.229 |        0.055 |        0.284
       0.055 |        0.036 |        0.092
       0.100 |        0.038 |        0.138
       0.055 |        0.049 |        0.104
       0.054 |        0.034 |        0.088
       0.053 |        0.033 |        0.086
       0.070 |        0.037 |        0.107
       0.037 |        0.042 |        0.079
       0.055 |        0.029 |        0.084
       0.054 |        0.028 |        0.082
       0.057 |        0.108 |        0.165
       0.053 |        0.049 |        0.103
       0.054 |        0.029 |        0.082
       0.035 |        0.043 |        0.078
       0.042 |        0.031 |        0.073
       0.054 |        0.031 |        0.085
       0.009 |        0.030 |        0.039
       0.054 |        0.027 |        0.081
       0.084 |        0.034 |        0.118
       0.116 |        0.028 |        0.144
       0.133 |        0.027 |        0.161
       0.104 |        0.029 |        0.132
       0.054 |        0.032 |        0.086
       0.013 |        0.027 |        0.040
       0.071 |        0.112 |        0.184
       0.071 |        0.037 |        0.109
       0.054 |        0.097 |        0.152
       0.054 |        0.043 |        0.096
       0.054 |        0.048 |        0.103
       0.053 |        0.052 |        0.105
       0.054 |        0.029 |        0.082
       0.054 |        0.041 |        0.095
       0.017 |        0.031 |        0.048
       0.070 |        0.038 |        0.108
       0.055 |        0.031 |        0.086
       0.054 |        0.029 |        0.083
       0.054 |        0.030 |        0.083
       0.054 |        0.029 |        0.083
       0.055 |        0.050 |        0.105
       0.054 |        0.044 |        0.097
       0.054 |        0.099 |        0.153
       0.071 |        0.037 |        0.108
       0.055 |        0.029 |        0.084
       0.054 |        0.047 |        0.102
       0.054 |        0.028 |        0.083
       0.054 |        0.028 |        0.083
       0.054 |        0.031 |        0.085
       0.072 |        0.037 |        0.108
       0.055 |        0.052 |        0.107
       0.054 |        0.029 |        0.083
       0.053 |        0.036 |        0.090
       0.054 |        0.043 |        0.097
       0.053 |        0.029 |        0.082
       0.070 |        0.041 |        0.112
       0.101 |        0.037 |        0.138
       0.055 |        0.035 |        0.090
       0.055 |        0.028 |        0.083
       0.019 |        0.027 |        0.046
       0.054 |        0.028 |        0.082
       0.053 |        0.030 |        0.083
       0.054 |        0.045 |        0.098
       0.071 |        0.093 |        0.164
       0.134 |        0.082 |        0.216
       0.071 |        0.034 |        0.106
       0.054 |        0.038 |        0.092
       0.088 |        0.031 |        0.120
       0.054 |        0.054 |        0.108
       0.072 |        0.034 |        0.106
       0.120 |        0.031 |        0.150
       0.055 |        0.051 |        0.106
       0.081 |        0.045 |        0.126
       0.070 |        0.053 |        0.123
       0.054 |        0.035 |        0.089
       0.054 |        0.037 |        0.091
       0.053 |        0.029 |        0.082
       0.070 |        0.050 |        0.120
       0.071 |        0.034 |        0.105
       0.054 |        0.039 |        0.094
       0.054 |        0.028 |        0.082
       0.053 |        0.056 |        0.109
       0.053 |        0.038 |        0.092
       0.059 |        0.103 |        0.162
       0.053 |        0.040 |        0.093
       0.117 |        0.030 |        0.147
       0.053 |        0.049 |        0.102
       0.054 |        0.043 |        0.097
       0.000 |        0.037 |        0.037
       0.054 |        0.041 |        0.096
       0.053 |        0.028 |        0.081
       0.053 |        0.031 |        0.084
       0.053 |        0.031 |        0.085
       0.053 |        0.030 |        0.083
       0.054 |        0.032 |        0.085
       0.054 |        0.030 |        0.083
       0.045 |        0.042 |        0.087
       0.054 |        0.042 |        0.096
       0.054 |        0.031 |        0.085
       0.053 |        0.030 |        0.083
       0.053 |        0.043 |        0.097
       0.059 |        0.028 |        0.087
       0.070 |        0.034 |        0.104
       0.054 |        0.031 |        0.086
       0.021 |        0.027 |        0.048
       0.054 |        0.050 |        0.105
       0.053 |        0.031 |        0.085
       0.053 |        0.044 |        0.097
       0.054 |        0.052 |        0.106
       0.071 |        0.037 |        0.108
       0.055 |        0.030 |        0.085
       0.054 |        0.028 |        0.081
       0.025 |        0.031 |        0.055
       0.006 |        0.049 |        0.055
       0.054 |        0.040 |        0.094
       0.070 |        0.050 |        0.120
       0.055 |        0.039 |        0.094
       0.118 |        0.033 |        0.151
       0.054 |        0.040 |        0.094
       0.054 |        0.047 |        0.101
       0.075 |        0.037 |        0.112
       0.054 |        0.037 |        0.091
       0.054 |        0.031 |        0.085
       0.053 |        0.034 |        0.088
       0.053 |        0.042 |        0.095
       0.055 |        0.039 |        0.094
       0.054 |        0.034 |        0.088
       0.053 |        0.050 |        0.103
       0.054 |        0.035 |        0.089
       0.053 |        0.029 |        0.082
       0.053 |        0.039 |        0.092
       0.071 |        0.091 |        0.162
       0.172 |        0.031 |        0.204
       0.055 |        0.041 |        0.096
       0.055 |        0.031 |        0.086
       0.104 |        0.035 |        0.139
       0.054 |        0.030 |        0.084
       0.053 |        0.029 |        0.083
       0.071 |        0.037 |        0.108
       0.124 |        0.047 |        0.171
       0.055 |        0.032 |        0.087
       0.078 |        0.030 |        0.108
       0.055 |        0.041 |        0.095
       0.054 |        0.029 |        0.082
       0.054 |        0.051 |        0.105
       0.054 |        0.031 |        0.085
       0.053 |        0.035 |        0.089
       0.028 |        0.029 |        0.057
       0.054 |        0.030 |        0.084
       0.098 |        0.027 |        0.126
       0.053 |        0.030 |        0.083
       0.071 |        0.034 |        0.104
       0.071 |        0.045 |        0.116
       0.055 |        0.037 |        0.092
       0.111 |        0.030 |        0.141
       0.054 |        0.037 |        0.091
       0.054 |        0.039 |        0.093
       0.054 |        0.031 |        0.085
       0.054 |        0.028 |        0.082
       0.038 |        0.029 |        0.067
       0.054 |        0.037 |        0.091
       0.054 |        0.031 |        0.085
       0.053 |        0.035 |        0.089
       0.070 |        0.036 |        0.106
       0.055 |        0.044 |        0.098
       0.053 |        0.031 |        0.084
       0.094 |        0.050 |        0.144
       0.054 |        0.086 |        0.140
       0.094 |        0.049 |        0.143
       0.081 |        0.043 |        0.125
       0.055 |        0.029 |        0.085
       0.054 |        0.033 |        0.086
       0.071 |        0.039 |        0.110
       0.054 |        0.041 |        0.095
       0.095 |        0.045 |        0.141
       0.055 |        0.031 |        0.086
       0.071 |        0.034 |        0.105
       0.044 |        0.046 |        0.090
       0.055 |        0.032 |        0.087
       0.054 |        0.039 |        0.092
       0.054 |        0.045 |        0.099
       0.053 |        0.040 |        0.094
       0.054 |        0.031 |        0.085
       0.054 |        0.027 |        0.081
       0.053 |        0.030 |        0.083
       0.017 |        0.035 |        0.053
       0.054 |        0.031 |        0.085
       0.054 |        0.046 |        0.100
       0.053 |        0.039 |        0.093
       0.057 |        0.030 |        0.087
       0.060 |        0.041 |        0.101
       0.053 |        0.035 |        0.088
       0.053 |        0.040 |        0.093
       0.053 |        0.030 |        0.084
       0.081 |        0.038 |        0.119
       0.064 |        0.032 |        0.096
       0.077 |        0.102 |        0.179
       0.006 |        0.027 |        0.033
       0.054 |        0.027 |        0.081
       0.053 |        0.027 |        0.081
       0.053 |        0.027 |        0.080
       0.053 |        0.030 |        0.083
       0.056 |        0.042 |        0.097
       0.053 |        0.037 |        0.090
       0.053 |        0.039 |        0.092
       0.071 |        0.037 |        0.108
       0.054 |        0.030 |        0.085
       0.071 |        0.034 |        0.105
       0.055 |        0.033 |        0.088
       0.054 |        0.036 |        0.090
       0.054 |        0.043 |        0.097
       0.054 |        0.054 |        0.108
       0.054 |        0.031 |        0.084
       0.067 |        0.029 |        0.096
       0.054 |        0.031 |        0.085
       0.044 |        0.027 |        0.071
       0.054 |        0.041 |        0.095
       0.053 |        0.030 |        0.083
       0.053 |        0.030 |        0.083
       0.070 |        0.040 |        0.111
       0.055 |        0.030 |        0.085
       0.054 |        0.046 |        0.100
       0.071 |        0.038 |        0.108
       0.133 |        0.038 |        0.171
       0.055 |        0.049 |        0.104
       0.054 |        0.142 |        0.197
       0.024 |        0.042 |        0.066
       0.054 |        0.029 |        0.083
       0.004 |        0.037 |        0.040
       0.054 |        0.041 |        0.095
       0.077 |        0.030 |        0.107
       0.071 |        0.049 |        0.120
       0.055 |        0.045 |        0.100
       0.008 |        0.047 |        0.055
       0.054 |        0.033 |        0.087
       0.058 |        0.120 |        0.178
       0.071 |        0.045 |        0.116
       0.055 |        0.046 |        0.101
       0.054 |        0.089 |        0.143
       0.053 |        0.033 |        0.086
       0.071 |        0.034 |        0.105
       0.071 |        0.052 |        0.124
       0.055 |        0.110 |        0.165
       0.072 |        0.036 |        0.108
       0.055 |        0.095 |        0.149
       0.022 |        0.048 |        0.070
       0.058 |        0.029 |        0.086
       0.101 |        0.035 |        0.137
       0.054 |        0.035 |        0.089
       0.071 |        0.037 |        0.107
       0.008 |        0.040 |        0.048
       0.055 |        0.040 |        0.095
       0.054 |        0.032 |        0.086
       0.053 |        0.036 |        0.090
       0.054 |        0.038 |        0.092
       0.053 |        0.040 |        0.093
       0.054 |        0.036 |        0.090
       0.054 |        0.051 |        0.105
       0.054 |        0.049 |        0.103
       0.054 |        0.037 |        0.091
       0.063 |        0.120 |        0.183
       0.184 |        0.037 |        0.221
       0.078 |        0.049 |        0.127
       0.057 |        0.132 |        0.188
       0.054 |        0.036 |        0.090
       0.054 |        0.030 |        0.084
       0.054 |        0.051 |        0.105
       0.081 |        0.030 |        0.111
       0.022 |        0.028 |        0.051
       0.054 |        0.028 |        0.082
       0.054 |        0.032 |        0.085
       0.054 |        0.042 |        0.096
       0.054 |        0.035 |        0.089
       0.073 |        0.045 |        0.118
       0.055 |        0.042 |        0.097
       0.076 |        0.046 |        0.122
       0.079 |        0.109 |        0.188
       0.054 |        0.038 |        0.092
       0.053 |        0.037 |        0.090
       0.072 |        0.033 |        0.105
       0.054 |        0.032 |        0.087
       0.054 |        0.040 |        0.093
       0.071 |        0.043 |        0.114
       0.055 |        0.043 |        0.097
       0.053 |        0.054 |        0.108
       0.054 |        0.035 |        0.089
       0.053 |        0.038 |        0.091
       0.053 |        0.062 |        0.115
       0.053 |        0.042 |        0.095
       0.070 |        0.048 |        0.119
       0.055 |        0.039 |        0.094
       0.054 |        0.048 |        0.102
       0.054 |        0.040 |        0.095
       0.098 |        0.123 |        0.221
       0.054 |        0.034 |        0.088
       0.033 |        0.039 |        0.072
       0.054 |        0.029 |        0.083
       0.044 |        0.042 |        0.086
       0.010 |        0.044 |        0.054
       0.054 |        0.031 |        0.085
       0.053 |        0.048 |        0.102
       0.058 |        0.046 |        0.103
       0.053 |        0.036 |        0.089
       0.054 |        0.044 |        0.098
       0.063 |        0.040 |        0.103
       0.070 |        0.041 |        0.111
       0.062 |        0.053 |        0.115
       0.055 |        0.034 |        0.089
       0.075 |        0.028 |        0.103
       0.054 |        0.031 |        0.085
       0.054 |        0.040 |        0.094
       0.010 |        0.028 |        0.037
       0.054 |        0.111 |        0.164
       0.053 |        0.033 |        0.086
       0.055 |        0.029 |        0.084
       0.054 |        0.121 |        0.175
       0.054 |        0.030 |        0.084
       0.068 |        0.029 |        0.096
       0.092 |        0.036 |        0.128
       0.054 |        0.049 |        0.103
       0.056 |        0.034 |        0.091
       0.072 |        0.057 |        0.129
       0.071 |        0.049 |        0.120
       0.055 |        0.034 |        0.089
       0.054 |        0.032 |        0.086
       0.053 |        0.049 |        0.103
       0.054 |        0.047 |        0.101
       0.054 |        0.032 |        0.085
       0.074 |        0.029 |        0.103
       0.054 |        0.041 |        0.095
       0.054 |        0.031 |        0.085
       0.054 |        0.028 |        0.082
       0.053 |        0.043 |        0.096
       0.043 |        0.046 |        0.090
       0.071 |        0.034 |        0.105
       0.055 |        0.028 |        0.083
       0.055 |        0.030 |        0.085
       0.097 |        0.028 |        0.125
       0.054 |        0.028 |        0.082
       0.054 |        0.049 |        0.103
       0.054 |        0.111 |        0.165
       0.070 |        0.033 |        0.103
       0.054 |        0.031 |        0.086
       0.089 |        0.040 |        0.130
       0.054 |        0.124 |        0.178
       0.054 |        0.030 |        0.084
       0.099 |        0.038 |        0.136
       0.055 |        0.030 |        0.085
       0.005 |        0.038 |        0.043
       0.071 |        0.038 |        0.108
       0.054 |        0.029 |        0.083
       0.054 |        0.028 |        0.082
       0.048 |        0.027 |        0.076
       0.071 |        0.057 |        0.128
       0.055 |        0.050 |        0.104
       0.054 |        0.034 |        0.088
       0.100 |        0.028 |        0.128
       0.148 |        0.046 |        0.193
       0.124 |        0.047 |        0.171
       0.108 |        0.045 |        0.153
       0.055 |        0.047 |        0.102
       0.071 |        0.045 |        0.115
       0.054 |        0.045 |        0.099
       0.054 |        0.029 |        0.083
       0.054 |        0.035 |        0.089
       0.055 |        0.031 |        0.086
       0.058 |        0.031 |        0.089
       0.054 |        0.033 |        0.087
       0.054 |        0.028 |        0.082
       0.053 |        0.027 |        0.080
       0.053 |        0.109 |        0.162
       0.053 |        0.095 |        0.149
       0.053 |        0.039 |        0.092
       0.053 |        0.039 |        0.092
       0.070 |        0.037 |        0.107
