  QueueTimes | ServiceTimes | SojournTimes
       0.723 |        1.389 |        2.112
       0.071 |        1.626 |        1.697
       0.111 |        0.621 |        0.733
       0.071 |        0.308 |        0.379
       0.071 |        0.558 |        0.630
       0.071 |        0.473 |        0.545
       0.055 |        0.471 |        0.526
       0.118 |        0.375 |        0.493
       0.071 |        0.536 |        0.607
       0.071 |        1.111 |        1.183
       0.596 |        0.310 |        0.907
       0.681 |        2.400 |        3.081
       3.000 |        1.266 |        4.265
       4.193 |        0.577 |        4.770
       1.634 |        0.398 |        2.032
       1.399 |        0.325 |        1.724
       1.243 |        0.802 |        2.045
       0.650 |        1.186 |        1.836
       1.149 |        1.654 |        2.803
       2.593 |        0.520 |        3.113
       2.820 |        1.940 |        4.760
       1.328 |        0.788 |        2.115
       0.055 |        1.436 |        1.491
       1.005 |        0.617 |        1.622
       1.291 |        1.167 |        2.458
       0.081 |        0.965 |        1.046
       0.898 |        0.556 |        1.454
       1.206 |        0.772 |        1.978
       1.468 |        0.437 |        1.905
       0.071 |        1.068 |        1.140
       0.247 |        0.757 |        1.003
       0.578 |        0.632 |        1.211
       0.072 |        0.562 |        0.634
       0.072 |        1.636 |        1.707
       1.708 |        0.505 |        2.213
       1.700 |        0.424 |        2.124
       1.740 |        1.397 |        3.137
       0.071 |        0.537 |        0.608
       0.528 |        0.326 |        0.854
       0.071 |        1.900 |        1.971
       0.071 |        0.292 |        0.363
       0.055 |        2.054 |        2.109
       1.748 |        0.944 |        2.691
       2.360 |        1.136 |        3.497
       0.071 |        0.501 |        0.572
       0.071 |        0.753 |        0.824
       0.071 |        1.090 |        1.161
       0.071 |        1.760 |        1.831
       0.689 |        0.248 |        0.937
       0.679 |        0.445 |        1.123
       0.314 |        0.758 |        1.072
       0.184 |        1.007 |        1.191
       0.071 |        1.049 |        1.120
       0.071 |        0.927 |        0.998
       0.071 |        2.054 |        2.125
       1.061 |        0.341 |        1.402
       0.055 |        0.601 |        0.657
       0.071 |        0.675 |        0.746
       0.055 |        1.570 |        1.625
       0.071 |        0.322 |        0.393
       0.055 |        0.835 |        0.890
       0.730 |        0.507 |        1.237
       0.054 |        0.336 |        0.390
       0.054 |        1.054 |        1.108
       0.828 |        0.348 |        1.175
       0.071 |        2.353 |        2.424
       0.055 |        0.485 |        0.540
       0.432 |        0.710 |        1.142
       0.071 |        0.345 |        0.416
       0.071 |        0.399 |        0.470
       0.071 |        0.547 |        0.618
       0.595 |        0.891 |        1.486
       0.255 |        2.200 |        2.455
       1.409 |        0.349 |        1.758
       1.304 |        2.381 |        3.685
       0.104 |        0.930 |        1.034
       0.648 |        1.422 |        2.070
       0.071 |        0.786 |        0.857
       0.054 |        0.650 |        0.705
       0.055 |        1.349 |        1.404
       0.639 |        1.982 |        2.622
       0.072 |        0.512 |        0.584
       0.071 |        0.318 |        0.389
       0.089 |        0.545 |        0.634
       0.071 |        0.350 |        0.421
       0.071 |        0.395 |        0.466
       0.071 |        0.481 |        0.552
       0.088 |        0.522 |        0.610
       0.071 |        0.495 |        0.566
       0.496 |        0.569 |        1.065
       0.071 |        1.324 |        1.396
       0.055 |        2.011 |        2.066
       1.359 |        0.409 |        1.769
       0.880 |        0.463 |        1.343
       0.071 |        1.737 |        1.808
       0.054 |        0.542 |        0.597
       0.071 |        0.796 |        0.867
       0.055 |        0.379 |        0.433
       0.054 |        0.572 |        0.626
       0.071 |        1.728 |        1.798
       1.734 |        0.546 |        2.280
       2.093 |        0.421 |        2.514
       0.803 |        1.027 |        1.830
       0.055 |        0.498 |        0.553
       0.072 |        0.872 |        0.944
       0.071 |        1.135 |        1.206
       0.865 |        0.483 |        1.348
       0.071 |        1.090 |        1.161
       0.072 |        0.390 |        0.461
       0.071 |        0.336 |        0.407
       0.071 |        0.603 |        0.674
       0.574 |        0.482 |        1.056
       0.179 |        0.279 |        0.458
       0.096 |        0.798 |        0.894
       0.303 |        0.306 |        0.609
       0.071 |        0.560 |        0.631
       0.055 |        0.288 |        0.343
       0.071 |        1.213 |        1.284
       0.071 |        0.513 |        0.585
       0.607 |        1.917 |        2.524
       2.403 |        1.376 |        3.779
       3.803 |        0.352 |        4.155
       0.071 |        0.404 |        0.475
       0.071 |        0.603 |        0.674
       0.099 |        0.649 |        0.747
       0.071 |        0.358 |        0.429
       0.094 |        0.303 |        0.396
       0.055 |        0.410 |        0.465
       0.036 |        0.334 |        0.370
       0.071 |        0.293 |        0.364
       0.071 |        0.979 |        1.050
       0.110 |        0.252 |        0.362
       0.061 |        1.271 |        1.331
       0.071 |        0.348 |        0.419
       0.055 |        0.502 |        0.557
       0.295 |        0.464 |        0.759
       0.285 |        0.305 |        0.590
       0.320 |        0.996 |        1.316
       0.055 |        0.409 |        0.465
       0.072 |        0.731 |        0.803
       0.229 |        0.954 |        1.183
       0.072 |        0.407 |        0.479
       0.068 |        0.508 |        0.576
       0.260 |        0.276 |        0.536
       0.434 |        0.184 |        0.618
       0.072 |        0.691 |        0.763
       0.077 |        0.724 |        0.802
       0.092 |        0.448 |        0.539
       0.247 |        0.446 |        0.693
       0.055 |        0.874 |        0.929
       0.071 |        1.314 |        1.385
       0.071 |        0.746 |        0.817
       0.071 |        0.746 |        0.817
       0.072 |        0.540 |        0.612
       0.072 |        1.511 |        1.583
       0.071 |        1.183 |        1.255
       0.366 |        0.474 |        0.839
       0.830 |        0.699 |        1.529
       0.759 |        1.008 |        1.767
       0.042 |        0.352 |        0.394
       0.057 |        0.350 |        0.407
       0.071 |        1.401 |        1.472
       0.072 |        0.588 |        0.660
       0.071 |        1.540 |        1.611
       1.346 |        0.507 |        1.853
       1.567 |        0.293 |        1.860
       0.062 |        1.287 |        1.350
       0.072 |        0.457 |        0.528
       0.071 |        1.239 |        1.311
       0.054 |        1.854 |        1.909
       1.018 |        0.450 |        1.468
       0.055 |        0.246 |        0.301
       0.055 |        0.402 |        0.458
       0.071 |        0.810 |        0.881
       0.494 |        0.516 |        1.009
       0.071 |        1.714 |        1.785
       0.222 |        0.733 |        0.955
       0.927 |        2.021 |        2.947
       0.087 |        0.848 |        0.935
       0.055 |        0.304 |        0.359
       0.071 |        0.885 |        0.956
       0.923 |        1.102 |        2.025
       0.072 |        0.695 |        0.766
       0.072 |        0.586 |        0.658
       0.055 |        1.174 |        1.228
       0.705 |        1.672 |        2.376
       0.071 |        0.804 |        0.875
       0.687 |        0.437 |        1.124
       0.715 |        0.417 |        1.132
       0.628 |        0.511 |        1.139
       0.707 |        0.421 |        1.129
       1.016 |        0.292 |        1.308
       0.071 |        1.347 |        1.418
       0.100 |        1.676 |        1.777
       0.894 |        0.835 |        1.729
       1.105 |        0.478 |        1.584
       0.406 |        0.490 |        0.895
       0.055 |        0.848 |        0.903
       0.076 |        0.373 |        0.449
       0.055 |        0.762 |        0.817
       0.211 |        1.374 |        1.584
       1.283 |        0.267 |        1.550
       0.071 |        0.553 |        0.624
       0.071 |        0.648 |        0.719
       0.075 |        0.312 |        0.387
       0.345 |        0.378 |        0.722
       0.368 |        0.594 |        0.962
       0.316 |        0.346 |        0.662
       0.071 |        0.754 |        0.825
       0.848 |        0.546 |        1.394
       1.354 |        0.450 |        1.803
       0.074 |        0.646 |        0.720
       0.418 |        0.411 |        0.829
       0.072 |        1.101 |        1.173
       0.237 |        2.274 |        2.511
       1.329 |        1.249 |        2.578
       0.138 |        2.198 |        2.336
       2.054 |        0.327 |        2.381
       2.178 |        0.464 |        2.642
       0.075 |        1.562 |        1.637
       1.381 |        0.367 |        1.748
       1.498 |        1.088 |        2.587
       0.071 |        0.333 |        0.404
       0.071 |        1.140 |        1.210
       1.159 |        0.347 |        1.506
       1.000 |        0.330 |        1.330
       0.988 |        0.533 |        1.521
       1.404 |        1.094 |        2.498
       1.196 |        1.056 |        2.252
       0.131 |        1.031 |        1.161
       0.882 |        1.612 |        2.494
       0.071 |        0.222 |        0.293
       0.055 |        0.478 |        0.533
       0.139 |        0.249 |        0.387
       0.070 |        1.126 |        1.197
       0.071 |        1.247 |        1.318
       0.834 |        0.495 |        1.329
       1.162 |        0.849 |        2.011
       2.019 |        0.490 |        2.509
       0.071 |        1.192 |        1.263
       0.071 |        0.504 |        0.575
       0.005 |        0.340 |        0.346
       0.071 |        1.129 |        1.200
       0.567 |        0.980 |        1.547
       1.127 |        2.083 |        3.210
       0.071 |        0.330 |        0.401
       0.071 |        0.432 |        0.503
       0.076 |        0.799 |        0.875
       0.862 |        0.307 |        1.169
       0.071 |        1.642 |        1.713
       0.054 |        0.335 |        0.389
       0.071 |        0.427 |        0.498
       0.327 |        0.887 |        1.214
       0.071 |        0.391 |        0.462
       0.071 |        0.828 |        0.899
       0.055 |        0.385 |        0.440
       0.453 |        2.067 |        2.520
       2.183 |        1.324 |        3.506
       1.917 |        0.603 |        2.520
       0.071 |        0.346 |        0.418
       0.071 |        0.728 |        0.798
       0.071 |        0.379 |        0.449
       0.054 |        0.339 |        0.394
       0.055 |        0.686 |        0.741
       0.231 |        0.636 |        0.867
       0.055 |        0.722 |        0.777
       0.585 |        0.342 |        0.927
       0.054 |        0.628 |        0.682
       0.055 |        1.246 |        1.302
       0.055 |        1.198 |        1.253
       0.071 |        1.746 |        1.817
       0.746 |        1.604 |        2.350
       0.703 |        0.336 |        1.040
       0.084 |        0.537 |        0.621
       0.071 |        0.624 |        0.695
       0.055 |        0.349 |        0.404
       0.056 |        0.689 |        0.746
       0.055 |        0.620 |        0.674
       0.071 |        0.424 |        0.495
       0.055 |        1.988 |        2.043
       0.054 |        0.597 |        0.651
       0.237 |        0.265 |        0.502
       0.071 |        2.150 |        2.221
       1.816 |        0.361 |        2.177
       1.887 |        0.427 |        2.314
       0.056 |        0.535 |        0.591
       0.055 |        0.691 |        0.745
       0.071 |        1.462 |        1.533
       1.506 |        1.310 |        2.816
       0.700 |        0.251 |        0.951
       0.743 |        0.655 |        1.397
       0.071 |        1.138 |        1.209
       0.062 |        0.358 |        0.420
       0.109 |        0.438 |        0.547
       0.071 |        0.377 |        0.448
       0.071 |        0.797 |        0.867
       0.071 |        2.078 |        2.149
       1.732 |        0.479 |        2.210
       0.896 |        0.356 |        1.252
       0.071 |        0.701 |        0.772
       0.054 |        0.254 |        0.308
       0.072 |        1.504 |        1.576
       1.219 |        2.005 |        3.224
       0.071 |        0.391 |        0.462
       0.071 |        0.404 |        0.475
       0.071 |        0.455 |        0.526
       0.055 |        1.266 |        1.321
       0.056 |        0.542 |        0.598
       0.278 |        0.362 |        0.640
       0.071 |        0.364 |        0.435
       0.055 |        0.731 |        0.786
       0.788 |        0.324 |        1.112
       1.014 |        1.701 |        2.715
       0.072 |        0.311 |        0.383
       0.055 |        0.853 |        0.908
       0.034 |        0.997 |        1.032
       0.071 |        0.332 |        0.403
       0.054 |        1.933 |        1.987
       1.199 |        1.761 |        2.960
       0.911 |        1.303 |        2.214
       1.315 |        0.350 |        1.665
       1.357 |        1.036 |        2.392
       2.321 |        0.349 |        2.670
       0.822 |        2.112 |        2.934
       1.282 |        2.331 |        3.613
       2.559 |        0.332 |        2.891
       0.909 |        0.805 |        1.714
       0.055 |        2.252 |        2.307
       1.767 |        1.091 |        2.859
       0.055 |        0.707 |        0.762
       0.072 |        0.337 |        0.409
       0.071 |        0.410 |        0.481
       0.055 |        1.297 |        1.352
       0.071 |        0.691 |        0.762
       0.071 |        0.508 |        0.579
       0.552 |        0.328 |        0.880
       0.055 |        0.507 |        0.562
       0.054 |        0.406 |        0.461
       0.071 |        0.631 |        0.702
       0.009 |        0.444 |        0.453
       0.462 |        0.609 |        1.071
       0.071 |        1.182 |        1.253
       0.160 |        0.274 |        0.434
       0.447 |        0.556 |        1.003
       0.055 |        0.702 |        0.756
       0.054 |        0.393 |        0.447
       0.071 |        0.339 |        0.410
       0.071 |        0.325 |        0.396
       0.055 |        1.165 |        1.220
       0.055 |        0.792 |        0.847
       0.172 |        1.343 |        1.515
       0.071 |        1.913 |        1.984
       1.198 |        1.997 |        3.195
       0.071 |        0.429 |        0.500
       0.293 |        1.724 |        2.016
       2.011 |        0.401 |        2.412
       0.071 |        0.878 |        0.949
       0.780 |        0.469 |        1.249
       0.071 |        1.277 |        1.348
       0.071 |        1.886 |        1.957
       0.071 |        1.916 |        1.987
       0.071 |        1.793 |        1.864
       1.040 |        0.396 |        1.436
       0.934 |        0.466 |        1.400
       0.055 |        0.333 |        0.388
       0.224 |        2.162 |        2.386
       1.968 |        0.738 |        2.706
       0.071 |        0.477 |        0.548
       0.055 |        0.560 |        0.615
       0.054 |        1.780 |        1.835
       0.071 |        0.413 |        0.485
       0.071 |        1.552 |        1.623
       0.479 |        0.946 |        1.425
       0.055 |        0.573 |        0.628
       0.071 |        1.024 |        1.095
       0.072 |        1.153 |        1.224
       0.071 |        0.409 |        0.480
       0.071 |        1.206 |        1.276
       0.071 |        0.340 |        0.411
       0.055 |        0.431 |        0.486
       0.071 |        1.185 |        1.256
       0.054 |        0.182 |        0.237
       0.226 |        1.981 |        2.208
       1.094 |        0.562 |        1.656
       0.071 |        1.000 |        1.071
       0.071 |        2.311 |        2.382
       1.046 |        0.433 |        1.479
       1.336 |        1.417 |        2.752
       0.071 |        1.833 |        1.905
       0.055 |        0.689 |        0.744
       0.055 |        2.224 |        2.279
       2.139 |        1.669 |        3.807
       2.916 |        0.330 |        3.246
       2.341 |        0.334 |        2.675
       2.317 |        1.512 |        3.829
       3.651 |        2.322 |        5.973
       0.055 |        1.365 |        1.420
       0.459 |        0.285 |        0.743
       0.071 |        1.674 |        1.745
       1.331 |        0.395 |        1.727
       0.541 |        0.598 |        1.139
       0.248 |        0.584 |        0.832
       0.071 |        0.319 |        0.390
       0.211 |        0.667 |        0.879
       0.071 |        0.348 |        0.419
       0.102 |        1.144 |        1.246
       0.880 |        1.352 |        2.233
       0.071 |        0.656 |        0.727
       0.189 |        0.392 |        0.581
       0.071 |        0.429 |        0.500
       0.065 |        0.467 |        0.532
       0.056 |        0.379 |        0.435
       0.350 |        0.337 |        0.687
       0.072 |        0.439 |        0.511
       0.071 |        0.485 |        0.556
       0.072 |        1.349 |        1.421
       0.576 |        1.770 |        2.346
       0.071 |        0.332 |        0.403
       0.071 |        2.521 |        2.592
       0.071 |        1.363 |        1.434
       0.071 |        0.465 |        0.536
       0.549 |        0.523 |        1.072
       0.228 |        1.707 |        1.935
       0.142 |        0.446 |        0.588
       0.071 |        0.450 |        0.521
       0.114 |        0.355 |        0.469
       0.071 |        0.744 |        0.816
       0.534 |        1.040 |        1.574
       0.244 |        2.075 |        2.319
       1.643 |        2.360 |        4.003
       0.074 |        1.995 |        2.069
       0.402 |        0.857 |        1.260
       0.075 |        0.453 |        0.527
       0.071 |        0.547 |        0.617
       0.075 |        0.585 |        0.660
       0.055 |        1.532 |        1.587
       0.070 |        1.037 |        1.108
       0.055 |        0.864 |        0.919
       0.071 |        1.390 |        1.460
       0.075 |        1.617 |        1.692
       1.086 |        0.918 |        2.004
       0.055 |        0.445 |        0.500
       0.055 |        1.089 |        1.144
       0.071 |        1.584 |        1.656
       1.447 |        0.380 |        1.827
       0.056 |        0.377 |        0.434
       0.054 |        0.662 |        0.716
       0.167 |        0.409 |        0.575
       0.058 |        0.356 |        0.415
       0.403 |        1.163 |        1.566
       0.274 |        0.416 |        0.691
       0.448 |        0.400 |        0.848
       0.055 |        1.662 |        1.718
       0.425 |        1.074 |        1.500
       0.713 |        1.377 |        2.090
       2.016 |        0.304 |        2.320
       1.328 |        0.384 |        1.712
       0.055 |        0.398 |        0.453
       0.054 |        0.627 |        0.681
       0.056 |        0.894 |        0.950
       0.765 |        0.668 |        1.433
       0.169 |        1.094 |        1.262
       0.055 |        1.008 |        1.063
       0.917 |        0.585 |        1.502
       0.569 |        0.737 |        1.306
       0.056 |        1.024 |        1.080
       0.679 |        0.321 |        0.999
       0.905 |        0.490 |        1.395
       0.055 |        0.770 |        0.825
       0.071 |        0.366 |        0.437
       0.071 |        0.532 |        0.604
       0.072 |        1.499 |        1.571
       1.289 |        1.042 |        2.331
       1.870 |        0.340 |        2.210
       1.490 |        0.959 |        2.449
       0.596 |        0.673 |        1.269
       0.072 |        1.101 |        1.174
       0.072 |        0.370 |        0.442
       0.072 |        0.456 |        0.528
       0.055 |        0.485 |        0.540
       0.055 |        0.406 |        0.461
       0.266 |        0.950 |        1.216
       0.082 |        0.884 |        0.966
       0.072 |        0.327 |        0.399
       0.057 |        0.385 |        0.442
       0.379 |        0.604 |        0.984
       0.072 |        0.927 |        0.998
       0.055 |        0.387 |        0.442
       0.309 |        0.507 |        0.815
       0.216 |        0.718 |        0.934
       0.070 |        0.547 |        0.617
       0.072 |        2.221 |        2.293
       0.072 |        2.041 |        2.113
       0.055 |        0.320 |        0.375
       0.057 |        1.334 |        1.391
       0.072 |        2.408 |        2.481
       0.055 |        0.249 |        0.305
       0.072 |        0.873 |        0.945
       0.055 |        1.823 |        1.878
       0.072 |        0.365 |        0.437
       0.055 |        1.000 |        1.055
       0.054 |        0.382 |        0.437
       0.071 |        0.574 |        0.646
       0.072 |        0.981 |        1.053
       0.072 |        0.521 |        0.593
       0.072 |        1.479 |        1.551
       0.055 |        0.642 |        0.696
       0.071 |        0.606 |        0.678
       0.072 |        1.240 |        1.311
       0.072 |        0.687 |        0.759
       0.317 |        2.433 |        2.750
       0.072 |        0.710 |        0.783
       0.079 |        1.447 |        1.527
       0.759 |        0.374 |        1.134
       0.060 |        1.000 |        1.060
       0.780 |        0.784 |        1.564
       0.072 |        0.689 |        0.761
       0.139 |        0.394 |        0.533
       0.072 |        0.347 |        0.419
       0.072 |        1.859 |        1.931
       1.424 |        0.731 |        2.155
       0.495 |        0.461 |        0.955
       0.073 |        0.364 |        0.437
       0.072 |        0.877 |        0.949
       0.072 |        0.351 |        0.422
       0.071 |        1.760 |        1.831
       0.073 |        0.946 |        1.019
       0.072 |        1.815 |        1.887
       0.072 |        0.293 |        0.365
       0.072 |        1.017 |        1.089
       0.072 |        1.864 |        1.936
       0.470 |        0.324 |        0.794
       0.072 |        0.771 |        0.843
       0.739 |        0.145 |        0.884
       0.055 |        0.367 |        0.422
       0.072 |        1.477 |        1.549
       0.689 |        0.974 |        1.663
       0.264 |        0.643 |        0.907
       0.072 |        0.735 |        0.807
       0.072 |        1.595 |        1.668
       0.563 |        0.523 |        1.086
       1.012 |        1.642 |        2.653
       0.177 |        1.173 |        1.349
       1.085 |        0.396 |        1.481
       0.072 |        0.494 |        0.566
       0.055 |        0.293 |        0.348
       0.054 |        2.156 |        2.210
       1.018 |        0.522 |        1.540
       0.071 |        1.310 |        1.381
       1.051 |        1.004 |        2.055
       0.071 |        2.153 |        2.224
       1.266 |        0.749 |        2.015
       1.203 |        0.743 |        1.946
       1.503 |        1.474 |        2.976
       0.057 |        1.813 |        1.869
       0.749 |        1.102 |        1.851
       1.208 |        0.445 |        1.653
       0.773 |        0.555 |        1.328
       0.068 |        2.309 |        2.377
       1.572 |        0.778 |        2.350
       0.072 |        1.276 |        1.348
       0.054 |        0.664 |        0.719
       0.054 |        1.129 |        1.183
       1.032 |        0.348 |        1.380
       1.170 |        0.477 |        1.647
       1.047 |        1.638 |        2.685
       1.081 |        0.915 |        1.996
       0.074 |        0.296 |        0.370
       0.071 |        0.214 |        0.285
       0.055 |        0.341 |        0.396
       0.072 |        2.326 |        2.398
       0.072 |        0.635 |        0.707
       0.055 |        2.065 |        2.119
       0.055 |        0.300 |        0.355
       0.054 |        0.568 |        0.622
       0.072 |        0.336 |        0.408
       0.072 |        0.715 |        0.787
       0.072 |        0.776 |        0.848
       0.055 |        1.082 |        1.137
       0.765 |        0.286 |        1.051
       0.055 |        1.544 |        1.599
       0.467 |        0.713 |        1.180
       0.107 |        2.327 |        2.435
       1.349 |        1.113 |        2.462
       1.669 |        1.733 |        3.402
       0.072 |        0.496 |        0.568
       0.306 |        1.738 |        2.044
       1.753 |        0.378 |        2.131
       0.071 |        0.414 |        0.485
       0.055 |        0.333 |        0.388
       0.072 |        0.352 |        0.424
       0.072 |        0.322 |        0.394
       0.071 |        1.143 |        1.215
       0.072 |        0.661 |        0.734
       0.333 |        0.282 |        0.615
       0.072 |        1.327 |        1.400
       0.916 |        1.412 |        2.328
       0.072 |        0.522 |        0.594
       0.072 |        1.285 |        1.357
       0.724 |        1.183 |        1.907
       0.072 |        0.442 |        0.514
       0.055 |        0.873 |        0.928
       0.455 |        0.381 |        0.837
       0.072 |        1.564 |        1.636
       1.592 |        1.544 |        3.136
       1.633 |        0.294 |        1.927
       0.124 |        0.756 |        0.880
       0.056 |        0.379 |        0.434
       0.072 |        0.856 |        0.928
       0.072 |        1.966 |        2.037
       0.879 |        0.705 |        1.583
       0.087 |        0.389 |        0.477
       0.054 |        0.836 |        0.890
       0.793 |        0.829 |        1.622
       0.115 |        0.645 |        0.759
       0.072 |        0.945 |        1.017
       0.056 |        0.364 |        0.420
       0.056 |        0.351 |        0.407
       0.071 |        0.348 |        0.419
       0.072 |        0.399 |        0.471
       0.055 |        0.385 |        0.440
       0.072 |        0.407 |        0.479
       0.072 |        0.679 |        0.750
       0.126 |        0.459 |        0.585
       0.071 |        1.952 |        2.024
       1.663 |        1.351 |        3.014
       2.169 |        0.363 |        2.532
       0.158 |        1.025 |        1.184
       0.073 |        0.586 |        0.659
       0.072 |        0.613 |        0.685
       0.423 |        0.167 |        0.589
