  QueueTimes | ServiceTimes | SojournTimes
   75257.758 |       11.419 |    75269.177
   75267.386 |       11.376 |    75278.762
   75276.743 |       11.416 |    75288.159
   75283.262 |       11.439 |    75294.702
   75292.864 |        1.791 |    75294.655
   75293.666 |        9.566 |    75303.232
   75298.261 |       11.402 |    75309.663
   75309.671 |       11.384 |    75321.055
   75320.994 |       11.522 |    75332.516
   75323.362 |       11.281 |    75334.643
   75333.547 |       22.835 |    75356.383
   75356.159 |       11.391 |    75367.550
   75363.890 |       11.471 |    75375.360
   75373.152 |       11.329 |    75384.481
   75381.416 |       11.434 |    75392.851
   75391.212 |       11.371 |    75402.583
   75401.941 |       11.460 |    75413.401
   75410.222 |       11.343 |    75421.565
   75421.452 |       11.413 |    75432.866
   75432.483 |       11.403 |    75443.886
   75441.866 |       11.430 |    75453.296
   75451.608 |       11.398 |    75463.006
   75462.591 |       11.377 |    75473.968
   75471.537 |        2.065 |    75473.602
   75473.609 |        9.292 |    75482.901
   75480.203 |       11.513 |    75491.716
   75491.517 |       11.302 |    75502.819
   75502.758 |       11.415 |    75514.173
   75510.079 |       11.416 |    75521.495
   75514.567 |       11.385 |    75525.952
   75521.285 |       11.423 |    75532.708
   75529.551 |       11.359 |    75540.910
   75538.911 |       11.266 |    75550.177
   75548.052 |       11.390 |    75559.442
   75554.036 |       11.402 |    75565.438
   75562.651 |       11.398 |    75574.050
   75572.202 |       11.417 |    75583.619
   75580.821 |        1.739 |    75582.560
   75577.541 |        9.630 |    75587.172
   75585.623 |       11.436 |    75597.059
   75595.793 |       11.382 |    75607.175
   75604.362 |       11.421 |    75615.784
   75614.366 |       11.407 |    75625.773
   75625.660 |       11.399 |    75637.059
   75632.991 |        0.176 |    75633.167
   75631.960 |       11.208 |    75643.168
   75626.429 |       11.418 |    75637.848
   75634.588 |       11.398 |    75645.986
   75642.024 |       11.401 |    75653.425
   75652.829 |       11.423 |    75664.253
   75659.470 |       11.403 |    75670.873
   75666.946 |       11.402 |    75678.348
   75678.184 |       11.425 |    75689.610
   75689.004 |       11.413 |    75700.416
   75696.785 |       11.389 |    75708.173
   75706.054 |       11.424 |    75717.479
   75716.431 |       11.412 |    75727.843
   75726.637 |       11.398 |    75738.035
   75734.542 |       11.398 |    75745.940
   75743.788 |      303.216 |    76047.004
   76046.818 |       11.382 |    76058.199
   76056.795 |       11.418 |    76068.214
   76067.642 |       11.398 |    76079.040
   76075.390 |       11.394 |    76086.783
   76084.722 |       11.433 |    76096.155
   76094.039 |       11.450 |    76105.490
   76099.837 |       11.317 |    76111.154
   76108.019 |       22.889 |    76130.908
   76130.137 |       11.308 |    76141.445
   76138.712 |       11.425 |    76150.137
   76145.965 |       11.397 |    76157.362
   76156.427 |        5.643 |    76162.070
   76162.039 |        2.371 |    76164.410
   76155.369 |        9.034 |    76164.403
   76162.768 |       11.410 |    76174.178
   76173.316 |       11.393 |    76184.709
   76182.591 |        5.654 |    76188.245
   76187.947 |       11.488 |    76199.435
   76196.358 |        5.691 |    76202.049
   76200.016 |        5.639 |    76205.655
   76205.087 |        5.672 |    76210.758
   76209.849 |       11.435 |    76221.284
   76218.530 |        5.655 |    76224.185
   76219.694 |        5.674 |    76225.368
   76225.249 |        5.805 |    76231.054
   76231.020 |        0.165 |    76231.185
   76231.161 |        5.378 |    76236.539
   76231.231 |        5.687 |    76236.918
   76236.202 |        5.692 |    76241.894
   76238.728 |        5.717 |    76244.445
   76241.977 |        5.675 |    76247.652
   76245.388 |        5.701 |    76251.089
   76251.074 |        5.827 |    76256.902
   76256.650 |        5.530 |    76262.179
   76261.708 |        5.676 |    76267.384
   76265.394 |        5.725 |    76271.119
   76269.063 |        5.711 |    76274.773
   76273.365 |        5.638 |    76279.003
   76278.289 |        5.711 |    76283.999
   76281.300 |        0.222 |    76281.523
   76281.513 |        2.344 |    76283.857
   76279.907 |        8.761 |    76288.668
   76288.261 |        5.707 |    76293.968
   76290.350 |        5.704 |    76296.054
   76295.312 |        0.179 |    76295.491
   76286.354 |        2.071 |    76288.425
   76287.166 |        9.034 |    76296.199
   76285.932 |        5.706 |    76291.638
   76291.279 |        5.682 |    76296.961
   76295.958 |        5.697 |    76301.656
   76301.308 |        5.728 |    76307.035
   76298.155 |        5.731 |    76303.886
   76298.357 |        5.625 |    76303.981
   76302.378 |        5.683 |    76308.060
   76303.704 |        2.244 |    76305.948
   76305.747 |        9.114 |    76314.861
   76314.224 |        5.688 |    76319.911
   76316.733 |        5.700 |    76322.434
   76320.658 |        5.780 |    76326.438
   76326.313 |        5.571 |    76331.884
   76326.536 |        5.695 |    76332.231
   76331.546 |        5.684 |    76337.230
   76336.525 |        5.712 |    76342.236
   76342.036 |        5.681 |    76347.717
   76347.651 |        5.699 |    76353.351
   76342.272 |        5.799 |    76348.070
   76344.924 |        5.558 |    76350.482
   76349.863 |        5.665 |    76355.528
   76351.993 |        5.718 |    76357.712
   76355.791 |        5.719 |    76361.509
   76358.805 |        5.617 |    76364.422
   76360.810 |        5.713 |    76366.523
   76363.131 |        5.670 |    76368.801
   76366.066 |        5.721 |    76371.787
   76363.851 |        5.668 |    76369.519
   76368.371 |        5.736 |    76374.107
   76372.810 |       11.348 |    76384.158
   76383.427 |       11.404 |    76394.831
   76392.950 |        0.219 |    76393.168
   76392.557 |       11.207 |    76403.764
   76402.220 |       11.348 |    76413.568
   76413.453 |       11.428 |    76424.882
   76422.857 |        0.197 |    76423.054
   76422.075 |       11.164 |    76433.238
   76432.259 |       11.527 |    76443.786
   76441.037 |       11.285 |    76452.322
   76449.511 |       11.430 |    76460.942
   76455.586 |       11.354 |    76466.940
   76466.559 |       11.404 |    76477.963
   76476.735 |       11.484 |    76488.219
   76479.795 |       11.325 |    76491.120
   76489.100 |       11.414 |    76500.514
   76499.602 |       11.437 |    76511.040
   76509.580 |        2.087 |    76511.667
   76509.648 |        9.233 |    76518.881
   76515.829 |       11.404 |    76527.233
   76520.244 |       11.396 |    76531.641
   76530.486 |       11.538 |    76542.024
   76539.801 |       11.248 |    76551.049
   76549.065 |       11.445 |    76560.510
   76559.361 |       11.410 |    76570.771
   76567.471 |       11.392 |    76578.863
   76576.476 |       11.449 |    76587.925
   76581.479 |       11.325 |    76592.804
   76592.268 |        0.178 |    76592.447
   76591.098 |       11.208 |    76602.306
   76600.191 |       11.405 |    76611.596
   76611.477 |       11.394 |    76622.871
   76621.875 |       11.441 |    76633.316
   76632.947 |       11.362 |    76644.310
   76644.245 |       11.407 |    76655.652
   76651.711 |        0.197 |    76651.908
   76650.658 |       11.171 |    76661.828
   76661.577 |       11.415 |    76672.992
   76671.552 |       11.380 |    76682.933
   76682.491 |       11.422 |    76693.913
   76688.946 |       11.516 |    76700.462
   76699.302 |       11.292 |    76710.594
   76709.652 |       11.430 |    76721.082
   76720.895 |       11.388 |    76732.283
   76731.603 |       11.371 |    76742.974
   76742.064 |       11.467 |    76753.531
   76753.520 |       11.344 |    76764.865
   76762.397 |       11.409 |    76773.806
   76769.968 |       11.401 |    76781.369
   76776.847 |       11.395 |    76788.242
   76787.814 |       11.396 |    76799.210
   76798.692 |       11.385 |    76810.077
   76809.220 |       11.421 |    76820.642
   76820.038 |       11.410 |    76831.448
   76830.959 |       11.425 |    76842.384
   76840.568 |       11.371 |    76851.939
   76848.767 |       11.389 |    76860.156
   76859.193 |       11.538 |    76870.731
   76866.609 |       11.278 |    76877.887
   76874.616 |       11.417 |    76886.032
   76885.798 |       11.391 |    76897.190
   76896.203 |       11.378 |    76907.581
   76906.742 |       11.474 |    76918.216
   76918.237 |       11.365 |    76929.602
   76927.340 |       11.384 |    76938.724
   76938.648 |       11.481 |    76950.129
   76949.786 |       11.361 |    76961.148
   76952.067 |       11.382 |    76963.449
   76963.367 |       11.379 |    76974.746
   76973.734 |       11.573 |    76985.307
   76983.311 |        0.195 |    76983.506
   76983.030 |       11.007 |    76994.037
   76993.752 |        0.268 |    76994.020
   76993.582 |        2.519 |    76996.101
   76982.693 |        8.586 |    76991.279
   76989.430 |       11.405 |    77000.835
   77000.457 |       11.367 |    77011.824
   77009.226 |       11.499 |    77020.724
   77017.379 |       11.334 |    77028.713
   77027.266 |       11.397 |    77038.664
   77036.604 |       11.390 |    77047.994
   77046.464 |       11.390 |    77057.854
   77054.547 |        5.685 |    77060.232
   77058.424 |       11.437 |    77069.861
   77064.920 |        5.648 |    77070.568
   77070.001 |        5.698 |    77075.699
   77070.821 |        5.680 |    77076.501
   77076.129 |        2.228 |    77078.357
   77077.524 |        9.164 |    77086.688
   77083.798 |       11.426 |    77095.224
   77095.006 |        5.636 |    77100.642
   77100.661 |       11.422 |    77112.083
   77103.381 |       11.450 |    77114.830
   77111.243 |        5.706 |    77116.949
   77092.587 |        5.633 |    77098.220
   77097.635 |        5.659 |    77103.294
   77101.725 |        5.724 |    77107.448
   77104.971 |        5.656 |    77110.628
   77110.306 |        5.685 |    77115.990
   77115.983 |        5.696 |    77121.679
   77119.210 |       11.442 |    77130.652
   77128.249 |       11.383 |    77139.632
   77133.047 |        5.712 |    77138.759
   77136.814 |        5.631 |    77142.445
   77141.748 |        5.706 |    77147.453
   77145.124 |        5.831 |    77150.955
   77146.276 |        2.276 |    77148.551
   77147.833 |        0.242 |    77148.075
   77146.411 |        8.661 |    77155.072
   77154.298 |        5.737 |    77160.035
   77158.496 |        5.691 |    77164.187
   77159.947 |        5.625 |    77165.571
   77160.564 |        5.715 |    77166.279
   77164.394 |        5.683 |    77170.077
   77165.155 |        5.697 |    77170.852
   77170.829 |        5.722 |    77176.551
   77176.435 |        5.716 |    77182.152
   77181.580 |        5.647 |    77187.227
   77185.776 |        5.644 |    77191.420
   77189.713 |        5.702 |    77195.415
   77192.482 |        5.683 |    77198.165
   77196.589 |        5.683 |    77202.271
   77200.672 |       97.242 |    77297.914
   77295.703 |        2.134 |    77297.837
   77297.169 |        9.243 |    77306.412
   77306.297 |        5.691 |    77311.988
   77311.835 |        5.683 |    77317.518
   77316.433 |        8.244 |    77324.678
   77314.664 |        8.827 |    77323.491
   77323.218 |        5.683 |    77328.901
   77326.360 |        5.722 |    77332.082
   77329.378 |        5.673 |    77335.051
   77333.839 |        2.591 |    77336.429
   77335.333 |        8.748 |    77344.081
   77341.052 |        5.675 |    77346.728
   77346.487 |        5.664 |    77352.151
   77350.135 |       11.484 |    77361.619
   77361.634 |       11.313 |    77372.947
   77366.913 |       11.442 |    77378.355
   77377.722 |       11.394 |    77389.116
   77388.072 |        0.273 |    77388.345
   77384.060 |       11.102 |    77395.162
   77390.153 |       11.394 |    77401.546
   77400.495 |       11.407 |    77411.902
   77408.830 |       11.373 |    77420.203
   77420.043 |        0.224 |    77420.266
   77415.509 |       11.179 |    77426.688
   77425.758 |       11.389 |    77437.147
   77436.396 |       11.251 |    77447.646
   77443.160 |       11.534 |    77454.694
   77454.385 |       11.479 |    77465.864
   77465.301 |        0.157 |    77465.458
   77462.999 |       11.160 |    77474.159
   77468.417 |       11.409 |    77479.826
   77479.315 |       11.373 |    77490.688
   77490.546 |       11.412 |    77501.958
   77500.007 |       11.385 |    77511.392
   77510.945 |       11.421 |    77522.366
   77520.557 |       11.367 |    77531.924
   77529.552 |       11.444 |    77540.996
   77538.606 |        2.497 |    77541.103
   77536.836 |        8.897 |    77545.733
   77544.258 |       11.384 |    77555.642
   77549.668 |       11.380 |    77561.048
   77560.197 |       11.506 |    77571.703
   77571.222 |       11.290 |    77582.512
   77582.398 |       11.417 |    77593.815
   77593.318 |       11.421 |    77604.739
   77601.514 |       11.363 |    77612.878
   77596.918 |       11.444 |    77608.362
   77605.423 |       11.381 |    77616.804
   77615.701 |       11.379 |    77627.080
   77626.897 |       11.243 |    77638.140
   77635.682 |       11.395 |    77647.077
   77630.491 |       11.437 |    77641.928
   77641.375 |       11.420 |    77652.795
   77651.685 |       11.401 |    77663.086
   77661.497 |       11.404 |    77672.901
   77669.571 |       11.404 |    77680.974
   77680.828 |       11.413 |    77692.240
   77690.516 |        0.257 |    77690.773
   77686.737 |       11.104 |    77697.840
   77693.613 |       11.444 |    77705.058
   77703.491 |       11.373 |    77714.864
   77710.846 |       11.426 |    77722.272
   77720.947 |       11.419 |    77732.366
   77732.277 |       11.418 |    77743.695
   77740.877 |       11.375 |    77752.252
   77746.279 |       11.379 |    77757.658
   77756.682 |       11.451 |    77768.133
   77768.115 |       11.385 |    77779.500
   77773.985 |        0.178 |    77774.163
   77769.688 |       11.224 |    77780.912
   77780.907 |        1.816 |    77782.723
   77781.871 |        9.578 |    77791.449
   77791.384 |       11.392 |    77802.776
   77799.995 |       11.396 |    77811.391
   77810.868 |       11.397 |    77822.265
   77820.129 |       11.439 |    77831.568
   77830.123 |       11.376 |    77841.499
   77832.858 |       11.427 |    77844.285
   77843.662 |       11.387 |    77855.049
   77851.768 |       11.444 |    77863.213
   77862.663 |       11.401 |    77874.064
   77868.720 |       11.386 |    77880.106
   77878.570 |       11.420 |    77889.990
   77889.882 |       11.383 |    77901.266
   77897.867 |       11.446 |    77909.313
   77907.662 |       11.356 |    77919.018
   77915.694 |       11.464 |    77927.158
   77925.355 |       11.401 |    77936.756
   77931.930 |       11.399 |    77943.330
   77940.765 |        5.676 |    77946.441
   77945.698 |       11.436 |    77957.134
   77954.535 |       11.389 |    77965.923
   77962.610 |        5.681 |    77968.292
   77966.104 |       11.377 |    77977.481
   77977.410 |        5.737 |    77983.147
   77981.093 |        0.191 |    77981.284
   77980.857 |        5.473 |    77986.330
   77982.461 |       11.422 |    77993.883
   77981.993 |        5.683 |    77987.675
   77986.684 |        5.703 |    77992.387
   77991.692 |        5.660 |    77997.352
   77992.663 |        5.701 |    77998.364
   77998.370 |        5.685 |    78004.055
   78001.838 |        5.713 |    78007.551
   78005.963 |        5.669 |    78011.632
   78011.420 |        5.704 |    78017.123
   78017.034 |        5.702 |    78022.736
   78022.170 |        5.686 |    78027.856
   78025.007 |        5.687 |    78030.694
   78029.641 |        5.703 |    78035.343
   78033.868 |        5.698 |    78039.566
   78035.249 |        5.671 |    78040.919
   78040.879 |        1.873 |    78042.752
   78038.016 |        9.509 |    78047.525
   78040.001 |        5.704 |    78045.705
   78045.643 |        5.703 |    78051.345
   78048.560 |        5.645 |    78054.205
   78049.534 |        5.723 |    78055.257
   78054.255 |        5.681 |    78059.936
   78059.512 |        5.694 |    78065.205
   78064.779 |        5.668 |    78070.446
   78068.059 |        5.701 |    78073.760
   78071.006 |        5.689 |    78076.695
   78076.360 |        5.698 |    78082.058
   78081.612 |        5.726 |    78087.339
   78083.788 |        5.678 |    78089.465
   78089.041 |        5.688 |    78094.730
   78093.719 |        5.687 |    78099.406
   78093.537 |        5.701 |    78099.238
   78095.439 |        5.703 |    78101.142
   78100.376 |        5.695 |    78106.071
   78105.783 |        5.689 |    78111.472
   78109.792 |        5.706 |    78115.498
   78105.144 |        5.667 |    78110.811
   78110.713 |        1.883 |    78112.596
   78109.375 |        4.068 |    78113.443
   78110.041 |        5.401 |    78115.442
   78113.137 |       11.455 |    78124.592
   78122.404 |       11.369 |    78133.773
   78132.917 |       11.407 |    78144.324
   78143.579 |       11.405 |    78154.983
   78152.162 |       11.607 |    78163.770
   78161.384 |       11.381 |    78172.765
   78168.984 |       11.408 |    78180.392
   78180.076 |       11.546 |    78191.622
   78190.488 |       11.256 |    78201.743
   78197.535 |       11.436 |    78208.972
   78207.022 |       11.361 |    78218.383
   78212.644 |       11.412 |    78224.056
   78222.541 |       11.452 |    78233.993
   78230.741 |       11.344 |    78242.085
   78241.302 |        0.252 |    78241.555
   78239.945 |       11.128 |    78251.072
   78247.820 |       11.493 |    78259.312
   78252.769 |       11.294 |    78264.063
   78262.092 |       11.401 |    78273.494
   78273.194 |       11.422 |    78284.616
   78282.368 |       11.390 |    78293.758
   78293.128 |       11.412 |    78304.540
   78301.475 |       11.440 |    78312.915
   78312.083 |       11.386 |    78323.469
   78321.609 |       11.387 |    78332.995
   78332.927 |       11.496 |    78344.423
   78344.255 |       11.301 |    78355.556
   78353.975 |       11.411 |    78365.386
   78361.311 |       11.406 |    78372.717
   78372.038 |       11.377 |    78383.415
   78381.182 |       11.453 |    78392.634
   78392.450 |        2.386 |    78394.836
   78394.437 |        0.192 |    78394.629
   78393.202 |        8.687 |    78401.888
   78395.348 |        2.294 |    78397.642
   78397.007 |        9.088 |    78406.096
   78405.359 |       11.458 |    78416.817
   78413.030 |        0.243 |    78413.273
   78411.797 |       11.091 |    78422.888
   78421.765 |        2.264 |    78424.028
   78419.909 |        9.104 |    78429.013
   78427.188 |        0.176 |    78427.364
   78420.278 |       11.153 |    78431.431
   78424.915 |       11.570 |    78436.485
   78432.675 |       11.278 |    78443.953
   78441.135 |       11.400 |    78452.535
   78450.569 |       11.419 |    78461.988
   78459.063 |       11.336 |    78470.399
   78456.022 |       11.514 |    78467.537
   78463.557 |       11.308 |    78474.866
   78473.171 |       11.441 |    78484.612
   78481.551 |       11.449 |    78493.000
   78492.835 |       11.342 |    78504.177
   78500.665 |        0.203 |    78500.868
   78497.773 |       11.156 |    78508.929
   78504.785 |       11.432 |    78516.217
   78516.064 |       11.225 |    78527.290
   78526.593 |       11.396 |    78537.988
   78533.072 |       11.429 |    78544.501
   78542.311 |       11.372 |    78553.684
   78551.407 |       11.413 |    78562.820
   78559.976 |       11.389 |    78571.364
   78565.642 |       11.419 |    78577.061
   78576.991 |       11.389 |    78588.381
   78584.214 |       11.412 |    78595.626
   78593.699 |       11.400 |    78605.099
   78600.127 |       11.384 |    78611.510
   78610.999 |       11.429 |    78622.428
   78621.939 |       11.383 |    78633.322
   78632.975 |       11.406 |    78644.381
   78641.729 |       11.406 |    78653.135
   78652.434 |        0.240 |    78652.674
   78641.785 |       11.127 |    78652.912
   78647.760 |       11.583 |    78659.343
   78658.290 |       11.204 |    78669.494
   78667.391 |       11.729 |    78679.120
   78676.788 |        0.187 |    78676.975
   78676.951 |       10.879 |    78687.830
   78684.783 |       11.384 |    78696.167
   78695.671 |       11.592 |    78707.263
   78697.217 |       11.202 |    78708.419
   78708.141 |       11.641 |    78719.782
   78717.865 |       11.162 |    78729.026
   78728.605 |       11.424 |    78740.030
   78737.493 |       11.407 |    78748.900
   78746.581 |       11.433 |    78758.014
   78757.386 |       11.517 |    78768.903
   78767.207 |       11.238 |    78778.445
   78778.311 |       11.410 |    78789.721
   78788.938 |       11.406 |    78800.345
   78794.083 |       11.416 |    78805.500
   78801.435 |       11.396 |    78812.831
   78811.126 |       11.415 |    78822.541
   78818.783 |        5.822 |    78824.606
   78820.688 |        5.770 |    78826.458
   78823.949 |       11.169 |    78835.118
   78829.935 |        5.838 |    78835.773
   78835.178 |        5.534 |    78840.712
   78837.243 |        0.208 |    78837.451
   78834.705 |       11.159 |    78845.864
   78845.504 |        5.871 |    78851.374
   78847.870 |       11.418 |    78859.288
   78859.158 |       11.391 |    78870.549
   78868.679 |       11.390 |    78880.068
   78877.631 |        5.739 |    78883.371
   78882.063 |       11.175 |    78893.238
   78892.134 |        0.187 |    78892.321
   78885.340 |        5.635 |    78890.975
   78890.853 |        5.696 |    78896.549
   78894.782 |        0.176 |    78894.958
   78894.568 |       11.190 |    78905.758
   78901.172 |        5.757 |    78906.929
   78906.133 |        2.123 |    78908.255
   78897.676 |        9.153 |    78906.829
   78903.737 |        5.696 |    78909.433
   78908.262 |       11.452 |    78919.714
   78919.011 |        5.669 |    78924.680
   78923.751 |        5.685 |    78929.436
   78924.599 |        5.812 |    78930.410
   78928.335 |        5.528 |    78933.863
   78932.672 |        5.694 |    78938.367
   78935.171 |        5.689 |    78940.860
   78940.225 |       22.840 |    78963.065
   78962.507 |        5.703 |    78968.211
   78963.611 |        5.707 |    78969.317
   78968.069 |        5.697 |    78973.766
   78973.403 |       17.111 |    78990.514
   78989.094 |        5.642 |    78994.735
   78992.228 |        5.693 |    78997.921
   78988.750 |        5.761 |    78994.511
   78993.840 |        5.707 |    78999.547
   78999.522 |       17.015 |    79016.537
   79015.062 |        5.742 |    79020.804
   79017.203 |        5.631 |    79022.834
   79022.297 |        5.723 |    79028.020
   79024.495 |        5.813 |    79030.308
   79026.622 |        5.539 |    79032.161
   79029.255 |        5.696 |    79034.951
   79034.203 |        5.699 |    79039.902
   79039.392 |        5.719 |    79045.111
   79043.759 |        5.651 |    79049.410
   79047.216 |        5.690 |    79052.907
   79052.151 |        5.668 |    79057.819
   79052.092 |        5.712 |    79057.804
   79055.357 |        5.677 |    79061.034
   79061.062 |        2.299 |    79063.361
   79061.664 |        9.093 |    79070.756
   79070.608 |        5.651 |    79076.260
   79073.149 |        5.713 |    79078.861
   79074.835 |        5.666 |    79080.501
   79078.355 |        5.694 |    79084.048
   79082.487 |        5.728 |    79088.216
   79087.437 |        5.735 |    79093.172
   79091.139 |        5.591 |    79096.730
   79095.559 |        5.694 |    79101.253
   79101.111 |        5.676 |    79106.787
   79106.303 |        5.712 |    79112.015
   79109.751 |        5.646 |    79115.397
   79114.787 |        5.726 |    79120.513
   79119.565 |       11.391 |    79130.956
   79127.442 |       11.445 |    79138.888
   79138.658 |       11.383 |    79150.041
   79147.075 |       11.531 |    79158.606
   79157.717 |       11.275 |    79168.992
   79168.191 |       11.437 |    79179.628
   79178.587 |       11.383 |    79189.970
   79188.298 |       11.353 |    79199.651
   79199.217 |       11.498 |    79210.715
   79208.955 |       11.320 |    79220.275
   79218.218 |       11.435 |    79229.653
   79227.878 |        2.255 |    79230.133
   79230.029 |        9.084 |    79239.112
   79237.642 |       11.430 |    79249.072
   79248.043 |       11.233 |    79259.277
   79253.074 |       11.388 |    79264.461
   79260.476 |       11.397 |    79271.873
   79269.158 |       11.410 |    79280.568
   79279.186 |        0.245 |    79279.432
   79279.107 |       11.143 |    79290.250
   79288.347 |        0.222 |    79288.569
   79286.272 |       11.151 |    79297.423
   79296.960 |       11.366 |    79308.326
   79307.293 |       11.411 |    79318.704
   79318.395 |       11.394 |    79329.789
   79325.682 |       11.429 |    79337.110
   79336.244 |       11.582 |    79347.827
   79347.002 |       11.222 |    79358.224
   79356.617 |       11.419 |    79368.037
   79366.881 |       11.387 |    79378.268
   79373.345 |        2.344 |    79375.689
   79372.292 |        8.985 |    79381.277
   79381.137 |       11.419 |    79392.556
   79391.033 |       11.380 |    79402.413
   79400.689 |       11.415 |    79412.104
   79411.645 |       11.398 |    79423.042
   79418.009 |       11.384 |    79429.394
   79425.561 |       11.416 |    79436.977
   79435.468 |       11.402 |    79446.870
   79441.821 |       11.418 |    79453.239
   79448.652 |       11.387 |    79460.039
   79459.270 |       11.418 |    79470.688
   79466.792 |       11.374 |    79478.165
   79473.397 |       11.422 |    79484.819
   79482.402 |       11.410 |    79493.813
   79493.399 |       11.399 |    79504.798
   79504.380 |       11.393 |    79515.773
   79513.226 |       11.583 |    79524.809
   79523.705 |       11.211 |    79534.916
   79529.235 |       11.421 |    79540.656
   79540.042 |       11.383 |    79551.425
   79549.318 |       11.448 |    79560.766
   79559.136 |       11.550 |    79570.686
   79570.252 |       11.262 |    79581.515
   79580.892 |       11.633 |    79592.525
   79592.164 |       11.123 |    79603.288
   79603.058 |       11.413 |    79614.471
   79613.621 |       11.391 |    79625.012
   79623.602 |        0.221 |    79623.823
   79623.545 |       11.171 |    79634.716
   79633.998 |        0.195 |    79634.193
   79632.676 |       11.259 |    79643.935
   79639.537 |       11.665 |    79651.202
   79650.905 |      331.819 |    79982.723
   79979.403 |       11.290 |    79990.693
   79989.150 |       11.454 |    80000.604
   80000.183 |       11.340 |    80011.523
   80010.235 |       11.414 |    80021.649
   80018.652 |        0.204 |    80018.857
   80011.210 |       11.198 |    80022.408
   80020.424 |       11.418 |    80031.842
   80029.183 |       11.372 |    80040.555
   80038.772 |       11.379 |    80050.151
   80049.982 |       11.521 |    80061.503
   80059.296 |       11.287 |    80070.583
   80069.832 |       11.443 |    80081.275
   80073.072 |       11.383 |    80084.455
   80080.566 |       11.364 |    80091.930
   80085.615 |       11.457 |    80097.072
   80091.999 |       11.347 |    80103.346
   80101.042 |       11.424 |    80112.466
   80110.431 |       11.458 |    80121.889
   80116.963 |       11.358 |    80128.321
   80125.143 |        0.233 |    80125.376
   80123.286 |       11.119 |    80134.405
   80132.910 |       11.375 |    80144.284
   80144.096 |       11.553 |    80155.649
   80154.819 |       11.282 |    80166.101
   80164.123 |       11.424 |    80175.547
   80174.029 |        5.645 |    80179.674
   80175.571 |       11.430 |    80187.001
   80184.591 |       11.390 |    80195.982
   80195.210 |       11.432 |    80206.641
   80199.871 |        0.215 |    80200.086
