  QueueTimes | ServiceTimes | SojournTimes
       0.054 |        0.123 |        0.177
       0.072 |        0.137 |        0.208
       0.072 |        0.133 |        0.205
       0.016 |        0.127 |        0.143
       0.055 |        0.129 |        0.183
       0.054 |        0.130 |        0.183
       0.071 |        0.139 |        0.210
       0.055 |        0.126 |        0.180
       0.072 |        0.133 |        0.205
       0.055 |        0.131 |        0.186
       0.094 |        0.123 |        0.217
       0.071 |        0.136 |        0.207
       0.070 |        0.126 |        0.196
       0.054 |        0.126 |        0.181
       0.071 |        0.132 |        0.204
       0.054 |        0.133 |        0.188
       0.072 |        0.141 |        0.213
       0.024 |        0.124 |        0.148
       0.054 |        0.123 |        0.178
       0.191 |        0.124 |        0.314
       0.288 |        0.125 |        0.413
       0.054 |        0.126 |        0.180
       0.066 |        0.121 |        0.187
       0.072 |        0.136 |        0.208
       0.072 |        0.134 |        0.206
       0.054 |        0.133 |        0.187
       0.192 |        0.123 |        0.315
       0.071 |        0.137 |        0.209
       0.072 |        0.133 |        0.205
       0.055 |        0.125 |        0.179
       0.071 |        0.136 |        0.207
       0.072 |        0.138 |        0.210
       0.134 |        0.123 |        0.257
       0.055 |        0.124 |        0.179
       0.071 |        0.136 |        0.208
       0.055 |        0.128 |        0.183
       0.023 |        0.138 |        0.160
       0.071 |        0.136 |        0.207
       0.072 |        0.135 |        0.207
       0.055 |        0.129 |        0.183
       0.159 |        0.123 |        0.282
       0.143 |        0.129 |        0.272
       0.071 |        0.134 |        0.206
       0.072 |        0.139 |        0.211
       0.054 |        0.125 |        0.179
       0.054 |        0.128 |        0.182
       0.053 |        0.124 |        0.177
       0.054 |        0.129 |        0.183
       0.053 |        0.127 |        0.180
       0.046 |        0.125 |        0.170
       0.054 |        0.124 |        0.178
       0.053 |        0.126 |        0.180
       0.054 |        0.133 |        0.187
       0.054 |        0.126 |        0.180
       0.054 |        0.121 |        0.174
       0.054 |        0.125 |        0.179
       0.053 |        0.122 |        0.175
       0.054 |        0.128 |        0.182
       0.077 |        0.135 |        0.212
       0.074 |        0.137 |        0.211
       0.055 |        0.129 |        0.184
       0.137 |        0.127 |        0.264
       0.056 |        0.128 |        0.184
       0.054 |        0.130 |        0.184
       0.054 |        0.124 |        0.178
       0.053 |        0.125 |        0.178
       0.158 |        0.125 |        0.283
       0.060 |        0.124 |        0.183
       0.053 |        0.125 |        0.178
       0.074 |        0.141 |        0.216
       0.054 |        0.129 |        0.183
       0.056 |        0.127 |        0.183
       0.129 |        0.122 |        0.251
       0.072 |        0.149 |        0.221
       0.072 |        0.135 |        0.207
       0.055 |        0.129 |        0.183
       0.071 |        0.133 |        0.205
       0.072 |        0.141 |        0.213
       0.054 |        0.130 |        0.184
       0.071 |        0.137 |        0.208
       0.055 |        0.125 |        0.180
       0.054 |        0.127 |        0.180
       0.071 |        0.135 |        0.206
       0.072 |        0.136 |        0.208
       0.072 |        0.139 |        0.210
       0.054 |        0.127 |        0.182
       0.054 |        0.123 |        0.177
       0.054 |        0.129 |        0.183
       0.054 |        0.124 |        0.177
       0.053 |        0.131 |        0.185
       0.122 |        0.129 |        0.251
       0.072 |        0.139 |        0.211
       0.055 |        0.125 |        0.179
       0.071 |        0.139 |        0.210
       0.054 |        0.132 |        0.186
       0.071 |        0.137 |        0.209
       0.048 |        0.121 |        0.170
       0.055 |        0.126 |        0.181
       0.054 |        0.123 |        0.177
       0.168 |        0.130 |        0.297
       0.072 |        0.133 |        0.205
       0.054 |        0.128 |        0.182
       0.054 |        0.124 |        0.177
       0.080 |        0.125 |        0.205
       0.071 |        0.132 |        0.203
       0.072 |        0.144 |        0.216
       0.054 |        0.130 |        0.184
       0.071 |        0.136 |        0.208
       0.055 |        0.123 |        0.178
       0.071 |        0.138 |        0.209
       0.055 |        0.131 |        0.186
       0.054 |        0.126 |        0.180
       0.054 |        0.123 |        0.177
       0.054 |        0.131 |        0.185
       0.104 |        0.120 |        0.224
       0.072 |        0.142 |        0.213
       0.204 |        0.124 |        0.328
       0.215 |        0.125 |        0.340
       0.072 |        0.134 |        0.206
       0.054 |        0.131 |        0.185
       0.054 |        0.123 |        0.177
       0.054 |        0.132 |        0.186
       0.071 |        0.134 |        0.205
       0.054 |        0.129 |        0.183
       0.054 |        0.123 |        0.177
       0.064 |        0.124 |        0.188
       0.054 |        0.127 |        0.180
       0.054 |        0.132 |        0.186
       0.053 |        0.126 |        0.179
       0.054 |        0.128 |        0.182
       0.017 |        0.121 |        0.137
       0.075 |        0.141 |        0.216
       0.073 |        0.134 |        0.207
       0.072 |        0.138 |        0.210
       0.130 |        0.130 |        0.259
       0.055 |        0.127 |        0.182
       0.071 |        0.139 |        0.210
       0.214 |        0.162 |        0.376
       0.055 |        0.128 |        0.184
       0.071 |        0.138 |        0.209
       0.054 |        0.130 |        0.185
       0.071 |        0.138 |        0.210
       0.055 |        0.132 |        0.187
       0.071 |        0.137 |        0.208
       0.055 |        0.124 |        0.179
       0.071 |        0.139 |        0.210
       0.054 |        0.125 |        0.179
       0.054 |        0.134 |        0.188
       0.362 |        0.132 |        0.494
       0.054 |        0.127 |        0.181
       0.053 |        0.125 |        0.178
       0.054 |        0.128 |        0.181
       0.074 |        0.141 |        0.215
       0.072 |        0.135 |        0.207
       0.072 |        0.133 |        0.205
       0.231 |        0.127 |        0.358
       0.055 |        0.129 |        0.183
       0.054 |        0.129 |        0.183
       0.054 |        0.131 |        0.185
       0.053 |        0.126 |        0.179
       0.072 |        0.138 |        0.210
       0.054 |        0.131 |        0.185
       0.071 |        0.135 |        0.206
       0.054 |        0.131 |        0.185
       0.012 |        0.129 |        0.141
       0.071 |        0.137 |        0.208
       0.072 |        0.133 |        0.205
       0.054 |        0.129 |        0.183
       0.071 |        0.133 |        0.205
       0.072 |        0.141 |        0.213
       0.055 |        0.124 |        0.179
       0.072 |        0.140 |        0.212
       0.072 |        0.140 |        0.212
       0.194 |        0.130 |        0.323
       0.055 |        0.124 |        0.178
       0.013 |        0.126 |        0.139
       0.054 |        0.125 |        0.179
       0.071 |        0.379 |        0.450
       0.072 |        0.142 |        0.214
       0.055 |        0.129 |        0.184
       0.083 |        0.126 |        0.210
       0.054 |        0.126 |        0.180
       0.054 |        0.128 |        0.182
       0.072 |        0.137 |        0.209
       0.055 |        0.127 |        0.182
       0.039 |        0.125 |        0.164
       0.054 |        0.125 |        0.179
       0.077 |        0.134 |        0.211
       0.055 |        0.125 |        0.179
       0.069 |        0.123 |        0.191
       0.053 |        0.128 |        0.182
       0.157 |        0.123 |        0.280
       0.072 |        0.135 |        0.207
       0.072 |        0.137 |        0.209
       0.055 |        0.125 |        0.179
       0.054 |        0.123 |        0.177
       0.054 |        0.124 |        0.178
       0.071 |        0.137 |        0.209
       0.054 |        0.124 |        0.178
       0.071 |        0.134 |        0.205
       0.054 |        0.125 |        0.180
       0.047 |        0.123 |        0.170
       0.078 |        0.121 |        0.200
       0.055 |        0.123 |        0.177
       0.053 |        0.122 |        0.175
       0.072 |        0.135 |        0.206
       0.054 |        0.124 |        0.178
       0.053 |        0.131 |        0.184
       0.071 |        0.134 |        0.205
       0.054 |        0.124 |        0.178
       0.071 |        0.138 |        0.209
       0.054 |        0.125 |        0.180
       0.054 |        0.128 |        0.182
       0.071 |        0.134 |        0.205
       0.055 |        0.125 |        0.179
       0.054 |        0.124 |        0.178
       0.071 |        0.134 |        0.205
       0.054 |        0.130 |        0.184
       0.054 |        0.124 |        0.178
       0.054 |        0.124 |        0.178
       0.054 |        0.121 |        0.175
       0.058 |        0.123 |        0.180
       0.053 |        0.122 |        0.176
       0.072 |        0.136 |        0.208
       0.072 |        0.134 |        0.206
       0.072 |        0.134 |        0.206
       0.072 |        0.133 |        0.204
       0.154 |        0.122 |        0.276
       0.055 |        0.122 |        0.178
       0.081 |        0.128 |        0.209
       0.054 |        0.124 |        0.177
       0.071 |        0.138 |        0.209
       0.116 |        0.124 |        0.240
       0.013 |        0.122 |        0.135
       0.072 |        0.134 |        0.206
       0.055 |        0.127 |        0.182
       0.071 |        0.134 |        0.205
       0.054 |        0.126 |        0.180
       0.071 |        0.135 |        0.206
       0.072 |        0.132 |        0.204
       0.055 |        0.123 |        0.178
       0.054 |        0.129 |        0.183
       0.053 |        0.124 |        0.177
       0.054 |        0.125 |        0.179
       0.071 |        0.135 |        0.206
       0.003 |        0.134 |        0.137
       0.056 |        0.140 |        0.196
       0.074 |        0.141 |        0.215
       0.076 |        0.137 |        0.213
       0.072 |        0.137 |        0.209
       0.054 |        0.129 |        0.184
       0.071 |        0.134 |        0.206
       0.071 |        0.135 |        0.207
       0.072 |        0.136 |        0.208
       0.054 |        0.127 |        0.181
       0.054 |        0.123 |        0.177
       0.053 |        0.122 |        0.175
       0.071 |        0.137 |        0.208
       0.054 |        0.129 |        0.183
       0.071 |        0.134 |        0.205
       0.072 |        0.134 |        0.206
       0.072 |        0.134 |        0.205
       0.054 |        0.132 |        0.186
       0.054 |        0.125 |        0.179
       0.071 |        0.131 |        0.203
       0.072 |        0.135 |        0.207
       0.071 |        0.124 |        0.195
       0.072 |        0.135 |        0.207
       0.072 |        0.134 |        0.206
       0.086 |        0.128 |        0.214
       0.055 |        0.123 |        0.178
       0.071 |        0.134 |        0.205
       0.055 |        0.124 |        0.178
       0.053 |        0.125 |        0.178
       0.071 |        0.136 |        0.207
       0.072 |        0.135 |        0.206
       0.093 |        0.128 |        0.221
       0.055 |        0.127 |        0.183
       0.055 |        0.140 |        0.195
       0.075 |        0.134 |        0.209
       0.073 |        0.134 |        0.207
       0.191 |        0.123 |        0.315
       0.072 |        0.135 |        0.206
       0.056 |        0.123 |        0.178
       0.054 |        0.129 |        0.183
       0.054 |        0.123 |        0.177
       0.054 |        0.123 |        0.176
       0.053 |        0.124 |        0.177
       0.049 |        0.120 |        0.169
       0.053 |        0.124 |        0.177
       0.073 |        0.134 |        0.206
       0.226 |        0.122 |        0.348
       0.055 |        0.123 |        0.178
       0.165 |        0.123 |        0.289
       0.054 |        0.124 |        0.177
       0.072 |        0.135 |        0.207
       0.072 |        0.133 |        0.204
       0.054 |        0.126 |        0.181
       0.053 |        0.123 |        0.177
       0.071 |        0.135 |        0.207
       0.055 |        0.124 |        0.178
       0.054 |        0.127 |        0.181
       0.054 |        0.122 |        0.175
       0.071 |        0.136 |        0.207
       0.054 |        0.124 |        0.178
       0.136 |        0.122 |        0.258
       0.135 |        0.121 |        0.256
       0.267 |        0.121 |        0.388
       0.012 |        0.127 |        0.138
       0.054 |        0.121 |        0.175
       0.054 |        0.124 |        0.178
       0.053 |        0.123 |        0.176
       0.073 |        0.135 |        0.208
       0.072 |        0.134 |        0.206
       0.056 |        0.121 |        0.177
       0.055 |        0.124 |        0.179
       0.054 |        0.122 |        0.176
       0.056 |        0.123 |        0.180
       0.071 |        0.133 |        0.204
       0.056 |        0.126 |        0.182
       0.054 |        0.124 |        0.178
       0.053 |        0.123 |        0.177
       0.031 |        0.128 |        0.158
       0.053 |        0.149 |        0.202
       0.057 |        0.123 |        0.180
       0.054 |        0.132 |        0.185
       0.053 |        0.123 |        0.176
       0.066 |        0.123 |        0.188
       0.054 |        0.125 |        0.179
       0.075 |        0.143 |        0.217
       0.055 |        0.125 |        0.180
       0.071 |        0.137 |        0.208
       0.221 |        0.123 |        0.344
       0.352 |        0.130 |        0.482
       0.055 |        0.124 |        0.179
       0.071 |        0.137 |        0.209
       0.072 |        0.134 |        0.206
       0.054 |        0.126 |        0.180
       0.054 |        0.127 |        0.180
       0.053 |        0.125 |        0.178
       0.054 |        0.124 |        0.178
       0.053 |        0.126 |        0.179
       0.072 |        0.136 |        0.208
       0.055 |        0.130 |        0.185
       0.072 |        0.142 |        0.213
       0.072 |        0.139 |        0.210
       0.072 |        0.133 |        0.205
       0.159 |        0.126 |        0.285
       0.055 |        0.125 |        0.180
       0.071 |        0.145 |        0.216
       0.240 |        0.124 |        0.364
       0.090 |        0.124 |        0.213
       0.055 |        0.123 |        0.177
       0.071 |        0.145 |        0.216
       0.181 |        0.128 |        0.309
       0.055 |        0.126 |        0.181
       0.071 |        0.136 |        0.207
       0.055 |        0.130 |        0.185
       0.054 |        0.127 |        0.181
       0.054 |        0.125 |        0.179
       0.164 |        0.128 |        0.292
       0.071 |        0.136 |        0.208
       0.072 |        0.133 |        0.205
       0.055 |        0.127 |        0.182
       0.054 |        0.122 |        0.176
       0.054 |        0.129 |        0.183
       0.071 |        0.133 |        0.205
       0.213 |        0.130 |        0.343
       0.072 |        0.138 |        0.210
       0.054 |        0.130 |        0.184
       0.054 |        0.128 |        0.182
       0.053 |        0.127 |        0.180
       0.054 |        0.123 |        0.177
       0.071 |        0.138 |        0.210
       0.146 |        0.127 |        0.274
       0.071 |        0.149 |        0.221
       0.082 |        0.123 |        0.205
       0.054 |        0.124 |        0.179
       0.053 |        0.123 |        0.177
       0.071 |        0.138 |        0.209
       0.072 |        0.134 |        0.206
       0.072 |        0.143 |        0.215
       0.055 |        0.124 |        0.178
       0.054 |        0.127 |        0.180
       0.054 |        0.125 |        0.179
       0.053 |        0.129 |        0.183
       0.071 |        0.145 |        0.217
       0.054 |        0.126 |        0.181
       0.054 |        0.125 |        0.179
       0.071 |        0.138 |        0.209
       0.055 |        0.126 |        0.180
       0.054 |        0.131 |        0.185
       0.013 |        0.122 |        0.135
       0.071 |        0.139 |        0.210
       0.055 |        0.123 |        0.177
       0.054 |        0.125 |        0.179
       0.053 |        0.127 |        0.181
       0.054 |        0.130 |        0.184
       0.053 |        0.125 |        0.178
       0.071 |        0.137 |        0.208
       0.063 |        0.126 |        0.189
       0.055 |        0.124 |        0.179
       0.055 |        0.162 |        0.217
       0.054 |        0.149 |        0.203
       0.238 |        0.145 |        0.384
       0.073 |        0.141 |        0.214
       0.072 |        0.137 |        0.209
       0.054 |        0.134 |        0.188
       0.054 |        0.126 |        0.181
       0.054 |        0.128 |        0.182
       0.053 |        0.130 |        0.183
       0.054 |        0.129 |        0.182
       0.072 |        0.143 |        0.215
       0.055 |        0.129 |        0.184
       0.113 |        0.124 |        0.237
       0.054 |        0.130 |        0.184
       0.071 |        0.135 |        0.207
       0.055 |        0.132 |        0.187
       0.054 |        0.124 |        0.178
       0.071 |        0.135 |        0.206
       0.054 |        0.124 |        0.178
       0.053 |        0.127 |        0.181
       0.054 |        0.129 |        0.183
       0.054 |        0.127 |        0.181
       0.071 |        0.142 |        0.214
       0.054 |        0.125 |        0.180
       0.071 |        0.134 |        0.205
       0.056 |        0.132 |        0.187
       0.071 |        0.134 |        0.205
       0.055 |        0.126 |        0.181
       0.054 |        0.122 |        0.176
       0.072 |        0.137 |        0.208
       0.072 |        0.142 |        0.214
       0.055 |        0.129 |        0.184
       0.054 |        0.122 |        0.176
       0.071 |        0.134 |        0.205
       0.142 |        0.122 |        0.265
       0.163 |        0.130 |        0.293
       0.054 |        0.133 |        0.187
       0.071 |        0.137 |        0.208
       0.054 |        0.125 |        0.179
       0.054 |        0.129 |        0.183
       0.071 |        0.134 |        0.205
       0.106 |        0.130 |        0.236
       0.060 |        0.134 |        0.194
       0.072 |        0.138 |        0.210
       0.061 |        0.124 |        0.184
       0.072 |        0.137 |        0.209
       0.055 |        0.130 |        0.184
       0.054 |        0.130 |        0.184
       0.054 |        0.123 |        0.177
       0.053 |        0.125 |        0.178
       0.054 |        0.124 |        0.178
       0.071 |        0.143 |        0.214
       0.055 |        0.125 |        0.180
       0.047 |        0.125 |        0.172
       0.071 |        0.136 |        0.207
       0.072 |        0.150 |        0.222
       0.072 |        0.135 |        0.206
       0.203 |        0.131 |        0.335
       0.072 |        0.132 |        0.204
       0.055 |        0.130 |        0.186
       0.055 |        0.123 |        0.178
       0.054 |        0.126 |        0.180
       0.071 |        0.140 |        0.211
       0.055 |        0.127 |        0.182
       0.054 |        0.124 |        0.178
       0.054 |        0.126 |        0.180
       0.053 |        0.123 |        0.177
       0.067 |        0.371 |        0.437
       0.046 |        0.141 |        0.187
       0.054 |        0.128 |        0.182
       0.076 |        0.140 |        0.216
       0.241 |        0.127 |        0.368
       0.055 |        0.129 |        0.184
       0.071 |        0.137 |        0.208
       0.132 |        0.126 |        0.257
       0.072 |        0.137 |        0.209
       0.071 |        0.137 |        0.208
       0.071 |        0.136 |        0.207
       0.077 |        0.141 |        0.218
       0.071 |        0.137 |        0.208
       0.072 |        0.134 |        0.206
       0.152 |        0.124 |        0.276
       0.144 |        0.122 |        0.267
       0.212 |        0.124 |        0.337
       0.339 |        0.130 |        0.469
       0.055 |        0.124 |        0.180
       0.055 |        0.123 |        0.179
       0.074 |        0.135 |        0.209
       0.054 |        0.126 |        0.180
       0.161 |        0.125 |        0.286
       0.120 |        0.129 |        0.249
       0.054 |        0.124 |        0.178
       0.071 |        0.132 |        0.203
       0.054 |        0.127 |        0.181
       0.096 |        0.124 |        0.220
       0.054 |        0.124 |        0.178
       0.054 |        0.122 |        0.176
       0.053 |        0.125 |        0.178
       0.071 |        0.139 |        0.210
       0.072 |        0.137 |        0.208
       0.072 |        0.134 |        0.206
       0.072 |        0.135 |        0.208
       0.181 |        0.124 |        0.305
       0.072 |        0.136 |        0.208
       0.024 |        0.123 |        0.147
       0.072 |        0.141 |        0.213
       0.054 |        0.124 |        0.178
       0.034 |        0.123 |        0.157
       0.071 |        0.139 |        0.209
       0.055 |        0.125 |        0.180
       0.054 |        0.124 |        0.178
       0.055 |        0.123 |        0.178
       0.053 |        0.129 |        0.182
       0.054 |        0.125 |        0.179
       0.054 |        0.124 |        0.178
       0.054 |        0.124 |        0.178
       0.072 |        0.135 |        0.207
       0.071 |        0.135 |        0.206
       0.072 |        0.135 |        0.207
       0.072 |        0.136 |        0.208
       0.018 |        0.123 |        0.141
       0.122 |        0.123 |        0.244
       0.011 |        0.128 |        0.139
       0.128 |        0.122 |        0.250
       0.055 |        0.125 |        0.180
       0.153 |        0.122 |        0.275
       0.053 |        0.121 |        0.175
       0.002 |        0.122 |        0.124
       0.073 |        0.137 |        0.210
       0.072 |        0.135 |        0.206
       0.055 |        0.123 |        0.179
       0.054 |        0.121 |        0.175
       0.055 |        0.124 |        0.179
       0.054 |        0.123 |        0.177
       0.054 |        0.121 |        0.175
       0.054 |        0.123 |        0.176
       0.132 |        0.130 |        0.261
       0.055 |        0.121 |        0.176
       0.155 |        0.120 |        0.275
       0.054 |        0.122 |        0.176
       0.075 |        0.135 |        0.210
       0.111 |        0.125 |        0.236
       0.072 |        0.142 |        0.214
       0.055 |        0.125 |        0.180
       0.055 |        0.125 |        0.180
       0.072 |        0.136 |        0.208
       0.055 |        0.124 |        0.179
       0.053 |        0.125 |        0.179
       0.074 |        0.134 |        0.209
       0.094 |        0.125 |        0.219
       0.055 |        0.124 |        0.179
       0.074 |        0.144 |        0.218
       0.075 |        0.155 |        0.230
       0.055 |        0.123 |        0.178
       0.074 |        0.152 |        0.226
       0.072 |        0.137 |        0.209
       0.218 |        0.123 |        0.340
       0.292 |        0.125 |        0.417
       0.072 |        0.134 |        0.205
       0.049 |        0.132 |        0.181
       0.055 |        0.122 |        0.177
       0.054 |        0.122 |        0.177
       0.062 |        0.124 |        0.185
       0.054 |        0.131 |        0.185
       0.059 |        0.122 |        0.181
       0.053 |        0.124 |        0.177
       0.156 |        0.124 |        0.279
       0.199 |        0.138 |        0.337
       0.076 |        0.135 |        0.211
       0.055 |        0.125 |        0.180
       0.072 |        0.134 |        0.205
       0.119 |        0.131 |        0.250
       0.072 |        0.133 |        0.205
       0.055 |        0.126 |        0.180
       0.075 |        0.124 |        0.199
       0.071 |        0.135 |        0.206
       0.054 |        0.123 |        0.177
       0.054 |        0.126 |        0.180
       0.054 |        0.124 |        0.178
       0.054 |        0.124 |        0.178
       0.199 |        0.121 |        0.320
       0.054 |        0.122 |        0.177
       0.054 |        0.122 |        0.176
       0.053 |        0.134 |        0.187
       0.074 |        0.133 |        0.207
       0.072 |        0.141 |        0.213
       0.055 |        0.124 |        0.178
       0.054 |        0.125 |        0.179
       0.085 |        0.122 |        0.207
       0.054 |        0.127 |        0.181
       0.054 |        0.123 |        0.177
       0.053 |        0.124 |        0.177
       0.074 |        0.134 |        0.209
       0.073 |        0.136 |        0.209
       0.072 |        0.140 |        0.212
       0.072 |        0.135 |        0.206
       0.224 |        0.123 |        0.347
       0.257 |        0.125 |        0.382
       0.055 |        0.126 |        0.181
       0.054 |        0.125 |        0.179
       0.054 |        0.123 |        0.177
       0.053 |        0.124 |        0.178
       0.060 |        0.129 |        0.188
       0.053 |        0.122 |        0.175
       0.054 |        0.124 |        0.178
       0.053 |        0.125 |        0.179
       0.076 |        0.136 |        0.211
       0.072 |        0.135 |        0.207
       0.072 |        0.132 |        0.204
       0.055 |        0.123 |        0.178
       0.153 |        0.122 |        0.276
       0.186 |        0.139 |        0.325
       0.071 |        0.139 |        0.210
       0.072 |        0.153 |        0.225
       0.054 |        0.126 |        0.180
       0.131 |        0.129 |        0.260
       0.074 |        0.153 |        0.227
       0.055 |        0.132 |        0.187
       0.072 |        0.134 |        0.206
       0.072 |        0.144 |        0.217
       0.055 |        0.130 |        0.184
       0.054 |        0.127 |        0.181
       0.054 |        0.129 |        0.183
       0.058 |        0.125 |        0.183
       0.072 |        0.136 |        0.207
       0.072 |        0.137 |        0.209
       0.072 |        0.142 |        0.214
       0.064 |        0.131 |        0.195
       0.053 |        0.122 |        0.176
       0.103 |        0.123 |        0.226
       0.071 |        0.135 |        0.206
       0.055 |        0.132 |        0.187
       0.071 |        0.134 |        0.206
       0.072 |        0.139 |        0.210
       0.072 |        0.137 |        0.209
       0.072 |        0.138 |        0.210
       0.072 |        0.144 |        0.216
       0.072 |        0.138 |        0.210
       0.055 |        0.126 |        0.181
       0.072 |        0.137 |        0.209
       0.054 |        0.127 |        0.181
       0.054 |        0.131 |        0.185
       0.071 |        0.142 |        0.214
       0.055 |        0.133 |        0.187
       0.054 |        0.126 |        0.179
       0.077 |        0.126 |        0.203
       0.054 |        0.122 |        0.176
       0.071 |        0.141 |        0.213
       0.072 |        0.134 |        0.206
       0.078 |        0.135 |        0.213
       0.055 |        0.125 |        0.180
       0.071 |        0.139 |        0.210
       0.055 |        0.131 |        0.185
       0.071 |        0.138 |        0.209
       0.054 |        0.123 |        0.178
       0.054 |        0.130 |        0.183
       0.054 |        0.122 |        0.176
       0.149 |        0.127 |        0.276
       0.054 |        0.123 |        0.177
       0.054 |        0.127 |        0.181
       0.053 |        0.131 |        0.185
       0.081 |        0.127 |        0.208
       0.073 |        0.134 |        0.207
       0.055 |        0.131 |        0.186
       0.071 |        0.134 |        0.205
       0.055 |        0.127 |        0.182
       0.054 |        0.123 |        0.177
       0.053 |        0.127 |        0.180
       0.054 |        0.126 |        0.180
       0.054 |        0.127 |        0.181
       0.070 |        0.122 |        0.192
       0.071 |        0.135 |        0.206
       0.056 |        0.124 |        0.180
       0.059 |        0.129 |        0.188
       0.004 |        0.123 |        0.126
       0.071 |        0.137 |        0.208
       0.072 |        0.134 |        0.206
       0.055 |        0.126 |        0.181
       0.055 |        0.130 |        0.185
       0.116 |        0.124 |        0.240
       0.182 |        0.135 |        0.316
       0.055 |        0.126 |        0.181
       0.055 |        0.122 |        0.176
       0.076 |        0.138 |        0.214
       0.055 |        0.129 |        0.184
       0.071 |        0.137 |        0.208
       0.072 |        0.133 |        0.205
       0.072 |        0.139 |        0.211
       0.056 |        0.125 |        0.180
       0.072 |        0.143 |        0.215
       0.011 |        0.123 |        0.134
       0.072 |        0.138 |        0.210
       0.072 |        0.135 |        0.207
       0.072 |        0.149 |        0.220
       0.079 |        0.130 |        0.209
       0.072 |        0.138 |        0.210
       0.055 |        0.128 |        0.183
       0.055 |        0.128 |        0.182
       0.072 |        0.135 |        0.206
       0.055 |        0.131 |        0.186
       0.054 |        0.131 |        0.185
       0.071 |        0.138 |        0.209
       0.054 |        0.124 |        0.178
       0.054 |        0.128 |        0.182
       0.054 |        0.123 |        0.177
       0.054 |        0.134 |        0.188
       0.055 |        0.131 |        0.186
       0.054 |        0.126 |        0.180
       0.072 |        0.134 |        0.206
       0.055 |        0.132 |        0.187
       0.054 |        0.130 |        0.184
       0.071 |        0.144 |        0.215
       0.072 |        0.134 |        0.206
       0.072 |        0.141 |        0.212
       0.054 |        0.124 |        0.179
       0.137 |        0.131 |        0.268
       0.071 |        0.134 |        0.206
       0.230 |        0.128 |        0.358
       0.045 |        0.123 |        0.168
       0.072 |        0.138 |        0.210
       0.062 |        0.123 |        0.185
       0.055 |        0.134 |        0.188
